Rxx(Ohm),B(mT)
365.74313,150.0047254
366.51462,149.7044156
365.8869,149.4041059
365.81403,149.1037961
365.659,148.8034864
365.76743,148.5031766
365.67026,148.2028668
365.28351,147.9025571
365.44235,147.6022473
365.99713,147.3019376
365.74313,147.0016278
366.08127,146.701318
365.8869,146.4010083
364.77728,146.1006985
365.44235,145.8003888
365.5618,145.500079
365.00705,145.1997692
365.9841,144.8994595
366.41742,144.5991497
368.59009,144.2988399
369.41217,143.9985302
368.98956,143.6982204
369.03815,143.3979107
366.62476,143.0976009
365.74313,142.7972911
365.67026,142.4969814
366.23804,142.1966716
365.46463,141.8963619
365.3078,141.5960521
365.71884,141.2957423
364.56064,140.9954326
365.2106,140.6951228
365.79175,140.3948131
365.67026,140.0945033
365.67026,139.7941935
365.35638,139.4938838
365.25919,139.193574
364.51202,138.8932643
365.41544,138.5929545
364.94534,138.2926447
365.93552,137.992335
366.41742,137.6920252
366.32224,137.3917155
365.92422,137.0914057
367.40903,136.7910959
366.10355,136.4907862
365.86261,136.1904764
365.405,135.8901667
365.83829,135.5898569
366.00839,135.2895471
367.69711,134.9892374
368.05957,134.6889276
366.93857,134.3886179
365.50015,134.0883081
366.73126,133.7879983
366.85275,133.4876886
366.90137,133.1873788
368.01096,132.887069
369.12262,132.5867593
367.73425,132.2864495
366.34653,131.9861398
365.59735,131.68583
366.15216,131.3855202
367.02081,131.0852105
366.29794,130.7849007
367.9158,130.484591
367.50476,130.1842812
365.46463,129.8839714
366.27365,129.5836617
365.73187,129.2833519
366.27365,128.9830422
366.58749,128.6827324
367.40756,128.3824226
366.32224,128.0821129
366.21375,127.7818031
366.74423,127.4814934
366.39514,127.1811836
366.26236,126.8808738
364.87448,126.5805641
364.22247,126.2802543
364.50089,125.9799446
364.68008,125.6796348
364.59604,125.379325
364.96967,125.0790153
364.75296,124.7787055
364.99393,124.4783958
365.64594,124.178086
366.00839,123.8777762
365.9841,123.5774665
365.38068,123.2771567
366.41742,122.9768469
366.61179,122.6765372
366.63611,122.3762274
366.67133,122.0759177
366.58749,121.7756079
365.47787,121.4752981
364.51202,121.1749884
365.24799,120.8746786
364.76611,120.5743689
364.85019,120.2740591
364.68008,119.9737493
364.80157,119.6734396
365.23489,119.3731298
364.48773,119.0728201
365.5618,118.7725103
366.31094,118.4722005
366.41742,118.1718908
366.64905,117.871581
366.77988,117.5712713
367.48047,117.2709615
366.77988,116.9706517
365.99713,116.670342
365.22369,116.3700322
365.03134,116.0697225
365.5618,115.7694127
364.88559,115.4691029
366.52756,115.1687932
366.18945,114.8684834
365.58609,114.5681737
366.52756,114.2678639
366.4903,113.9675541
366.4903,113.6672444
366.16516,113.3669346
365.58609,113.0666249
366.31094,112.7663151
366.10355,112.4660053
365.79175,112.1656956
365.24799,111.8653858
365.41806,111.565076
365.12854,111.2647663
365.3078,110.9644565
365.47787,110.6641468
366.32224,110.363837
365.13974,110.0635272
364.48773,109.7632175
365.10425,109.4629077
365.87564,109.162598
365.38068,108.8622882
365.38068,108.5619784
365.9841,108.2616687
365.52444,107.9613589
365.95978,107.6610492
366.53891,107.3607394
366.05701,107.0604296
365.405,106.7601199
365.93552,106.4598101
366.12787,106.1595004
365.74313,105.8591906
366.18945,105.5588808
366.62476,105.2585711
366.32224,104.9582613
366.68469,104.6579516
367.55334,104.3576418
365.83829,104.057332
366.51462,103.7570223
368.28903,103.4567125
368.74863,103.1564028
366.16516,102.856093
365.405,102.5557832
365.09116,102.2554735
365.11542,101.9551637
366.40607,101.6548539
366.22504,101.3545442
366.04568,101.0542344
365.48892,100.7539247
366.22504,100.4536149
366.70697,100.1533051
365.86261,99.85299539
364.41483,99.55268563
366.22504,99.25237587
366.39514,98.9520661
365.2106,98.65175634
364.33084,98.35144658
364.53632,98.05113682
366.80414,97.75082706
366.4903,97.4505173
366.75555,97.15020754
365.25919,96.84989778
365.62164,96.54958802
364.48773,96.24927826
364.51202,95.9489685
364.56064,95.64865874
364.53632,95.34834898
364.46344,95.04803922
364.02808,94.74772946
365.38068,94.4474197
364.58289,94.14710994
365.54877,93.84680018
364.43912,93.54649041
364.02808,93.24618065
364.85019,92.94587089
364.60721,92.64556113
364.2468,92.34525137
364.23361,92.04494161
364.02808,91.74463185
364.83899,91.44432209
364.81473,91.14401233
366.93857,90.84370257
367.09372,90.54339281
365.24799,90.24308305
365.83829,89.94277329
363.92184,89.64246353
363.41364,89.34215377
363.1727,89.04184401
363.44897,88.74153425
364.12527,88.44122449
364.36624,88.14091472
363.08652,87.84060496
362.54507,87.5402952
363.47327,87.23998544
364.00378,86.93967568
363.71423,86.63936592
363.28091,86.33905616
363.58374,86.0387464
363.38934,85.73843664
363.05124,85.43812688
363.46225,85.13781712
362.90747,84.83750736
362.21786,84.5371976
361.78455,84.23688784
364.66895,83.93657808
364.29333,83.63626832
362.99136,83.33595856
363.36508,83.03564879
363.07553,82.73533903
363.75177,82.43502927
363.54617,82.13471951
362.62891,81.83440975
362.86987,81.53409999
363.18372,81.23379023
364.31763,80.93348047
363.22131,80.63317071
363.04025,80.33286095
363.01566,80.03255119
363.13513,79.73224143
362.94275,79.43193167
362.31506,79.13162191
362.70181,78.83131215
362.58032,78.53100239
362.83459,78.23069263
362.37704,77.93038287
362.19357,77.6300731
363.75177,77.32976334
364.02808,77.02945358
363.25662,76.72914382
362.4588,76.42883406
362.86987,76.1285243
360.73502,75.82821454
362.0632,75.52790478
362.29077,75.22759502
362.43454,74.92728526
363.40039,74.6269755
363.11084,74.32666574
361.89313,74.02635598
361.24118,73.72604622
360.78363,73.42573646
361.20544,73.1254267
363.42468,72.82511694
362.62891,72.52480718
360.53195,72.22449741
360.25314,71.92418765
361.2655,71.62387789
360.95169,71.32356813
360.98676,71.02325837
361.28979,70.72294861
360.77008,70.42263885
362.43454,70.12232909
362.74838,69.82201933
360.57773,69.52170957
360.32404,69.22139981
360.0238,68.92109005
359.52832,68.62078029
360.0209,68.32047053
358.91129,68.02016077
359.68478,67.71985101
361.61444,67.41954125
361.41129,67.11923149
359.84216,66.81892172
359.84216,66.51861196
359.69638,66.2183022
359.90146,65.91799244
361.83112,65.61768268
360.64859,65.31737292
360.0452,65.01706316
358.75491,64.7167534
359.2388,64.41644364
358.42938,64.11613388
357.80167,63.81582412
358.22446,63.51551436
358.39453,63.2152046
357.58633,62.91489484
359.28738,62.61458508
358.67032,62.31427532
357.31772,62.01396556
356.57056,61.7136558
356.18381,61.41334603
355.48322,61.11303627
355.94284,60.81272651
356.86011,60.51241675
357.74258,60.21210699
357.12537,59.91179723
356.89832,59.61148747
356.52197,59.31117771
356.18381,59.01086795
357.63156,58.71055819
355.84564,58.41024843
354.67728,58.10993867
355.27036,57.80962891
356.2583,57.50931915
354.26627,57.20900939
354.25208,56.90869963
354.02533,56.60838987
354.9527,56.30808011
353.43204,56.00777034
353.21536,55.70746058
353.91394,55.40715082
354.03543,55.10684106
354.03543,54.8065313
