Rxx(Ohm),B(mT)
341.77292,-40.69197256
341.84583,-40.99228232
341.41049,-41.29259208
341.353,-41.59290184
342.95544,-41.8932116
343.26929,-42.19352136
342.15967,-42.49383112
342.02924,-42.79414088
341.59595,-43.09445064
342.44922,-43.3947604
341.54736,-43.69507016
341.48337,-43.99537992
343.14981,-44.29568968
342.82697,-44.59599944
342.86029,-44.8963092
341.60486,-45.19661896
341.96732,-45.49692872
342.6416,-45.79723849
342.11108,-46.09754825
343.14078,-46.39785801
343.65604,-46.69816777
342.69019,-46.99847753
342.31876,-47.29878729
342.71448,-47.59909705
341.98065,-47.89940681
342.85123,-48.19971657
343.57407,-48.50002633
343.29358,-48.80033609
343.10123,-49.10064585
344.23514,-49.40095561
343.815,-49.70126537
344.64621,-50.00157513
343.48798,-50.30188489
344.13794,-50.60219465
343.51025,-50.90250442
345.20099,-51.20281418
343.96988,-51.50312394
344.23514,-51.8034337
344.09137,-52.10374346
344.96005,-52.40405322
344.83853,-52.70436298
344.6705,-53.00467274
344.86285,-53.3049825
344.35663,-53.60529226
346.16684,-53.90560202
347.20358,-54.20591178
345.32248,-54.50622154
344.78998,-54.8065313
344.18655,-55.10684106
344.74136,-55.40715082
344.53979,-55.70746058
344.53979,-56.00777034
344.92651,-56.30808011
344.74136,-56.60838987
344.6705,-56.90869963
344.96005,-57.20900939
345.22531,-57.50931915
345.58774,-57.80962891
346.31061,-58.10993867
346.33493,-58.41024843
346.91403,-58.71055819
346.72168,-59.01086795
346.48071,-59.31117771
346.63937,-59.61148747
346.13321,-59.91179723
346.63937,-60.21210699
348.42511,-60.51241675
348.87003,-60.81272651
348.74854,-61.11303627
349.23248,-61.41334603
348.96722,-61.7136558
349.78729,-62.01396556
348.01614,-62.31427532
346.26202,-62.61458508
347.0112,-62.91489484
346.67307,-63.2152046
347.54175,-63.51551436
347.61462,-63.81582412
347.32507,-64.11613388
348.21802,-64.41644364
347.97708,-64.7167534
347.76041,-65.01706316
347.76041,-65.31737292
347.32507,-65.61768268
347.71182,-65.91799244
347.66324,-66.2183022
348.16943,-66.51861196
347.39798,-66.81892172
347.03552,-67.11923149
348.12085,-67.41954125
349.01379,-67.71985101
347.8313,-68.02016077
349.90878,-68.32047053
349.59494,-68.62078029
348.4104,-68.92109005
348.78174,-69.22139981
348.72424,-69.52170957
347.66324,-69.82201933
347.8313,-70.12232909
347.71182,-70.42263885
347.61462,-70.72294861
347.37366,-71.02325837
348.62909,-71.32356813
350.07684,-71.62387789
350.51218,-71.92418765
348.55618,-72.22449741
349.51236,-72.52480718
349.35196,-72.82511694
348.45898,-73.1254267
350.89691,-73.42573646
349.57065,-73.72604622
348.67767,-74.02635598
349.10135,-74.32666574
349.24713,-74.6269755
349.54633,-74.92728526
349.52203,-75.22759502
349.23248,-75.52790478
349.32764,-75.82821454
349.78729,-76.1285243
350.12546,-76.42883406
350.77744,-76.72914382
351.13788,-77.02945358
351.64612,-77.32976334
349.59494,-77.6300731
350.89691,-77.93038287
349.52203,-78.23069263
349.13528,-78.53100239
349.06238,-78.83131215
349.49774,-79.13162191
348.58047,-79.43193167
348.67767,-79.73224143
349.35196,-80.03255119
349.23248,-80.33286095
348.65338,-80.63317071
348.87003,-80.93348047
349.01379,-81.23379023
348.67767,-81.53409999
348.53189,-81.83440975
348.38812,-82.13471951
349.33862,-82.43502927
351.23505,-82.73533903
350.63165,-83.03564879
349.18387,-83.33595856
349.27142,-83.63626832
349.88449,-83.93657808
348.91861,-84.23688784
348.91861,-84.5371976
350.41501,-84.83750736
352.17664,-85.13781712
352.27383,-85.43812688
351.47601,-85.73843664
350.06711,-86.0387464
349.8602,-86.33905616
350.53445,-86.63936592
350.21088,-86.93967568
350.22266,-87.23998544
351.40515,-87.5402952
350.65594,-87.84060496
350.80176,-88.14091472
350.55878,-88.44122449
351.09128,-88.74153425
350.53445,-89.04184401
350.60736,-89.34215377
351.25937,-89.64246353
350.77744,-89.94277329
350.51218,-90.24308305
351.50031,-90.54339281
350.70456,-90.84370257
352.15234,-91.14401233
351.18646,-91.44432209
350.46359,-91.74463185
350.24493,-92.04494161
350.94553,-92.34525137
350.68027,-92.64556113
350.46359,-92.94587089
350.36642,-93.24618065
350.70456,-93.54649041
350.39069,-93.84680018
350.80176,-94.14710994
350.89691,-94.4474197
351.42944,-94.74772946
351.74329,-95.04803922
351.74329,-95.34834898
351.40515,-95.64865874
351.50031,-95.9489685
350.94553,-96.24927826
350.77744,-96.54958802
351.86276,-96.84989778
353.26395,-97.15020754
351.58237,-97.4505173
351.74329,-97.75082706
351.6218,-98.05113682
351.40515,-98.35144658
351.40515,-98.65175634
351.6218,-98.9520661
352.75574,-99.25237587
352.56335,-99.55268563
351.0184,-99.85299539
349.49774,-100.1533051
353.21536,-100.4536149
353.6973,-100.7539247
353.33484,-101.0542344
353.15674,-101.3545442
351.83847,-101.6548539
351.93567,-101.9551637
350.3421,-102.2554735
350.51218,-102.5557832
350.65594,-102.856093
351.28366,-103.1564028
351.23505,-103.4567125
350.94553,-103.7570223
352.2981,-104.057332
353.55353,-104.3576418
352.36899,-104.6579516
351.40515,-104.9582613
351.06702,-105.2585711
352.44186,-105.5588808
351.76556,-105.8591906
351.71899,-106.1595004
354.20349,-106.4598101
352.45621,-106.7601199
351.99866,-107.0604296
352.06949,-107.3607394
351.98425,-107.6610492
351.80426,-107.9613589
351.53906,-108.2616687
351.52463,-108.5619784
351.22522,-108.8622882
351.30795,-109.162598
350.99411,-109.4629077
350.84833,-109.7632175
352.49048,-110.0635272
352.80432,-110.363837
351.74329,-110.6641468
351.23505,-110.9644565
350.77744,-111.2647663
350.14975,-111.565076
350.39069,-111.8653858
350.72885,-112.1656956
352.78003,-112.4660053
352.85294,-112.7663151
352.49048,-113.0666249
352.68283,-113.3669346
350.70456,-113.6672444
351.68481,-113.9675541
351.38086,-114.2678639
350.5733,-114.5681737
350.68027,-114.8684834
350.51218,-115.1687932
350.9212,-115.4691029
350.79196,-115.7694127
351.61194,-116.0697225
350.68027,-116.3700322
351.40515,-116.670342
351.50031,-116.9706517
351.5975,-117.2709615
351.93567,-117.5712713
353.45633,-117.871581
351.5975,-118.1718908
351.71899,-118.4722005
352.10373,-118.7725103
351.5975,-119.0728201
350.98428,-119.3731298
353.05957,-119.6734396
352.19098,-119.9737493
351.76556,-120.2740591
352.40762,-120.5743689
352.53909,-120.8746786
352.61197,-121.1749884
352.90152,-121.4752981
351.78989,-121.7756079
352.1181,-122.0759177
352.75574,-122.3762274
352.1424,-122.6765372
351.95996,-122.9768469
352.70712,-123.2771567
352.49048,-123.5774665
352.22522,-123.8777762
352.07941,-124.178086
352.67285,-124.4783958
351.71899,-124.7787055
352.36899,-125.0790153
353.04529,-125.379325
352.50482,-125.6796348
352.97238,-125.9799446
352.44186,-126.2802543
352.97238,-126.5805641
352.61197,-126.8808738
353.09387,-127.1811836
352.2981,-127.4814934
352.49048,-127.7818031
352.12802,-128.0821129
354.56595,-128.3824226
355.31516,-128.6827324
354.54166,-128.9830422
353.96255,-129.2833519
352.82861,-129.5836617
352.05515,-129.8839714
351.95004,-130.1842812
351.76556,-130.484591
352.36899,-130.7849007
354.05972,-131.0852105
352.96237,-131.3855202
352.4176,-131.68583
352.2981,-131.9861398
353.35913,-132.2864495
352.54831,-132.5867593
353.19107,-132.887069
352.85294,-133.1873788
351.78989,-133.4876886
352.49048,-133.7879983
352.49048,-134.0883081
353.31055,-134.3886179
352.78003,-134.6889276
352.32242,-134.9892374
352.10373,-135.2895471
351.86276,-135.5898569
352.05515,-135.8901667
351.93567,-136.1904764
352.81863,-136.4907862
352.4176,-136.7910959
354.49506,-137.0914057
352.58768,-137.3917155
352.22522,-137.6920252
352.61197,-137.992335
352.51477,-138.2926447
352.22522,-138.5929545
354.2764,-138.8932643
353.31055,-139.193574
353.021,-139.4938838
352.53909,-139.7941935
352.51477,-140.0945033
352.53909,-140.3948131
352.73145,-140.6951228
352.75574,-140.9954326
352.81863,-141.2957423
354.08405,-141.5960521
352.58768,-141.8963619
352.2981,-142.1966716
353.48996,-142.4969814
353.40771,-142.7972911
352.83789,-143.0976009
352.22522,-143.3979107
353.09387,-143.6982204
352.22522,-143.9985302
353.44629,-144.2988399
355.00128,-144.5991497
355.21796,-144.8994595
353.54346,-145.1997692
354.1225,-145.500079
354.02533,-145.8003888
353.43204,-146.1006985
353.57782,-146.4010083
353.64868,-146.701318
352.90152,-147.0016278
352.82861,-147.3019376
352.2981,-147.6022473
353.77017,-147.9025571
353.67297,-148.2028668
354.31485,-148.5031766
354.13263,-148.8034864
353.88965,-149.1037961
356.03802,-149.4041059
355.77277,-149.7044156
353.74588,-150.0047254
