Rxx(Ohm),B(mT)
358.50345,150.0047254
357.2587,149.7044156
356.24637,149.4041059
356.83582,149.1037961
356.42474,148.8034864
356.94489,148.5031766
357.29343,148.2028668
357.23438,147.9025571
357.89682,147.6022473
358.57315,147.3019376
357.82727,147.0016278
359.17654,146.701318
358.54883,146.4010083
357.46353,146.1006985
356.87399,145.8003888
356.63104,145.500079
356.46301,145.1997692
356.95526,144.8994595
356.52197,144.5991497
357.29343,144.2988399
357.17395,143.9985302
357.58298,143.6982204
357.04205,143.3979107
356.4873,143.0976009
357.2691,142.7972911
357.13925,142.4969814
357.7807,142.1966716
357.80167,141.8963619
357.65588,141.5960521
360.25314,141.2957423
357.7912,140.9954326
357.86203,140.6951228
358.30789,140.3948131
357.40448,140.0945033
357.38016,139.7941935
357.45306,139.4938838
357.31772,139.193574
356.40048,138.8932643
355.88397,138.5929545
356.64142,138.2926447
357.11493,137.992335
357.47736,137.6920252
357.53641,137.3917155
357.2587,137.0914057
356.67966,136.7910959
357.17395,136.4907862
357.46353,136.1904764
357.19827,135.8901667
357.2587,135.5898569
357.66971,135.2895471
357.6073,134.9892374
356.82544,134.6889276
356.31723,134.3886179
356.42474,134.0883081
357.01776,133.7879983
357.30728,133.4876886
356.88443,133.1873788
356.88443,132.887069
357.04205,132.5867593
356.87399,132.2864495
356.80112,131.9861398
356.31723,131.68583
356.67966,131.3855202
356.15952,131.0852105
356.65533,130.7849007
356.82544,130.484591
356.97958,130.1842812
357.17395,129.8839714
357.01776,129.5836617
357.2587,129.2833519
358.05643,128.9830422
357.30728,128.6827324
356.40048,128.3824226
356.52197,128.0821129
356.24637,127.7818031
356.70395,127.4814934
356.70395,127.1811836
357.28299,126.8808738
357.16354,126.5805641
357.21011,126.2802543
356.81149,125.9799446
357.42877,125.6796348
356.86011,125.379325
357.05246,125.0790153
356.72824,124.7787055
356.83582,124.4783958
356.49765,124.178086
355.58038,123.8777762
355.655,123.5774665
355.13483,123.2771567
355.629,122.9768469
355.72415,122.6765372
355.88397,122.3762274
356.82544,122.0759177
356.43872,121.7756079
357.29343,121.4752981
355.95685,121.1749884
356.5116,120.8746786
357.92114,120.5743689
357.80167,120.2740591
355.81107,119.9737493
356.02771,119.6734396
355.93256,119.3731298
356.2081,119.0728201
355.60471,118.7725103
355.5318,118.4722005
355.42435,118.1718908
356.63104,117.871581
358.30789,117.5712713
356.86011,117.2709615
355.85965,116.9706517
355.59442,116.670342
355.98114,116.3700322
356.02771,116.0697225
355.44864,115.7694127
356.94489,115.4691029
356.46301,115.1687932
355.36374,114.8684834
356.07629,114.5681737
355.98114,114.2678639
356.72824,113.9675541
355.89426,113.6672444
356.30688,113.3669346
356.29294,113.0666249
355.79706,112.7663151
355.46271,112.4660053
354.77243,112.1656956
355.55612,111.8653858
355.11053,111.565076
356.84973,111.2647663
355.33945,110.9644565
355.31516,110.6641468
354.75015,110.363837
355.6673,110.0635272
354.3493,109.7632175
354.25613,109.4629077
354.79672,109.162598
354.51733,108.8622882
354.14679,108.5619784
353.92813,108.2616687
353.88965,107.9613589
354.32498,107.6610492
354.54166,107.3607394
355.94284,107.0604296
356.7872,106.7601199
356.70395,106.4598101
354.99109,106.1595004
355.50751,105.8591906
356.29294,105.5588808
354.14679,105.2585711
354.24194,104.9582613
354.23181,104.6579516
354.77243,104.3576418
353.89374,104.057332
354.26627,103.7570223
354.25208,103.4567125
354.33914,103.1564028
354.96677,102.856093
355.65329,102.5557832
355.23203,102.2554735
354.82101,101.9551637
356.7872,101.6548539
356.02771,101.3545442
355.44864,101.0542344
355.11053,100.7539247
356.64142,100.4536149
354.82101,100.1533051
355.29465,99.85299539
356.86011,99.55268563
356.37616,99.25237587
355.19748,98.9520661
354.3493,98.65175634
354.59027,98.35144658
354.29056,98.05113682
355.18341,97.75082706
354.1225,97.4505173
354.20349,97.15020754
355.41235,96.84989778
356.71432,96.54958802
357.04205,96.24927826
355.06396,95.9489685
353.6001,95.64865874
354.56595,95.34834898
354.65295,95.04803922
354.07391,94.74772946
355.33945,94.4474197
356.39011,94.14710994
353.7601,93.84680018
353.54346,93.54649041
353.80869,93.24618065
354.61453,92.94587089
354.9527,92.64556113
354.81082,92.34525137
354.76224,92.04494161
356.7872,91.74463185
357.43921,91.44432209
356.5845,91.14401233
356.52197,90.84370257
356.89832,90.54339281
356.83582,90.24308305
356.37616,89.94277329
356.73862,89.64246353
357.36633,89.34215377
354.87979,89.04184401
354.02533,88.74153425
