Rxx(Ohm),ne(cm-2)
9309.5586,-1.98E+13
9389.1367,-1.98E+13
9281.2578,-1.98E+13
9558.3008,-1.98E+13
10017.887,-1.97E+13
9735.543,-1.97E+13
9524.2432,-1.97E+13
8793.832,-1.97E+13
8582.6758,-1.96E+13
9133.1553,-1.96E+13
9958.2324,-1.96E+13
9867.5527,-1.96E+13
10013.962,-1.96E+13
10074.503,-1.95E+13
10470.935,-1.95E+13
10741.987,-1.95E+13
10784.284,-1.95E+13
10301.011,-1.95E+13
9507.0322,-1.94E+13
9421.5059,-1.94E+13
9438.5381,-1.94E+13
9370.8867,-1.94E+13
10078.208,-1.93E+13
9775.9902,-1.93E+13
9755.7178,-1.93E+13
10130.184,-1.93E+13
10159.343,-1.93E+13
10081.312,-1.92E+13
9902.9131,-1.92E+13
10554.687,-1.92E+13
10155.336,-1.92E+13
10298.293,-1.92E+13
10006.654,-1.91E+13
9826.04,-1.91E+13
9702.3643,-1.91E+13
9747.125,-1.91E+13
9587.7432,-1.90E+13
9698.3887,-1.90E+13
10042.699,-1.90E+13
10114.341,-1.90E+13
9914.4902,-1.90E+13
10082.557,-1.89E+13
10274.854,-1.89E+13
10554.041,-1.89E+13
10461.604,-1.89E+13
10552.833,-1.89E+13
10902.91,-1.88E+13
10693.749,-1.88E+13
9968.2383,-1.88E+13
9262.7549,-1.88E+13
9915.3936,-1.87E+13
10331.683,-1.87E+13
10389.245,-1.87E+13
10392.833,-1.87E+13
10021.564,-1.87E+13
10139.01,-1.86E+13
9525.7393,-1.86E+13
9944.2139,-1.86E+13
10829.417,-1.86E+13
10605.626,-1.86E+13
11442.704,-1.85E+13
11258.796,-1.85E+13
10864.225,-1.85E+13
10381.273,-1.85E+13
10713.216,-1.84E+13
10054.416,-1.84E+13
10109.735,-1.84E+13
10169.368,-1.84E+13
10028.711,-1.84E+13
9648.0527,-1.83E+13
9683.4834,-1.83E+13
10493.95,-1.83E+13
9970.0635,-1.83E+13
9975.5342,-1.83E+13
10457.66,-1.82E+13
11409.683,-1.82E+13
12220.455,-1.82E+13
11024.793,-1.82E+13
10797.084,-1.82E+13
11142.702,-1.81E+13
11445.705,-1.81E+13
11317.982,-1.81E+13
10553.071,-1.81E+13
10006.469,-1.80E+13
10207.132,-1.80E+13
10732.602,-1.80E+13
10649.435,-1.80E+13
10592.562,-1.80E+13
11143.738,-1.79E+13
11842.992,-1.79E+13
11465.972,-1.79E+13
11387.327,-1.79E+13
11722.728,-1.79E+13
11973.239,-1.78E+13
12035.022,-1.78E+13
12892.191,-1.78E+13
12534.992,-1.78E+13
11893.421,-1.77E+13
11152.94,-1.77E+13
10595.371,-1.77E+13
9968.1416,-1.77E+13
10769.16,-1.77E+13
11180.759,-1.76E+13
10986.979,-1.76E+13
11123.188,-1.76E+13
11813.609,-1.76E+13
11473.765,-1.76E+13
11198.328,-1.75E+13
10521.594,-1.75E+13
11338.63,-1.75E+13
11280.697,-1.75E+13
11073.778,-1.74E+13
10991.828,-1.74E+13
11372.97,-1.74E+13
11476.108,-1.74E+13
11528.376,-1.74E+13
11323.214,-1.73E+13
12076.582,-1.73E+13
12321.846,-1.73E+13
13317.817,-1.73E+13
14012.988,-1.73E+13
13634.469,-1.72E+13
13902.829,-1.72E+13
13305.807,-1.72E+13
12463.314,-1.72E+13
13332.293,-1.71E+13
13562.835,-1.71E+13
13674.595,-1.71E+13
12356.404,-1.71E+13
12772.721,-1.71E+13
13222.771,-1.70E+13
12618.846,-1.70E+13
12111.266,-1.70E+13
11026.944,-1.70E+13
10210.061,-1.70E+13
11169.075,-1.69E+13
12496.714,-1.69E+13
12472.368,-1.69E+13
11050.794,-1.69E+13
11228.147,-1.68E+13
10878.99,-1.68E+13
11070.092,-1.68E+13
10852.393,-1.68E+13
11434.729,-1.68E+13
11657.579,-1.67E+13
11812.469,-1.67E+13
11791.248,-1.67E+13
11189.926,-1.67E+13
12190.031,-1.67E+13
11966.42,-1.66E+13
12085.109,-1.66E+13
12346.153,-1.66E+13
12193.847,-1.66E+13
12078.916,-1.65E+13
12131.338,-1.65E+13
11335.666,-1.65E+13
11710.454,-1.65E+13
12676.971,-1.65E+13
12654.979,-1.64E+13
11369.901,-1.64E+13
12045.756,-1.64E+13
13211.973,-1.64E+13
14596.116,-1.64E+13
14244.658,-1.63E+13
12563.409,-1.63E+13
12503.746,-1.63E+13
12738.51,-1.63E+13
13702.943,-1.62E+13
13816.84,-1.62E+13
12891.841,-1.62E+13
13425.265,-1.62E+13
14026.539,-1.62E+13
14019.558,-1.61E+13
13900.752,-1.61E+13
12931.062,-1.61E+13
13661.258,-1.61E+13
14577.892,-1.61E+13
13657.171,-1.60E+13
14496.315,-1.60E+13
14726.94,-1.60E+13
14956.735,-1.60E+13
14934.034,-1.59E+13
15541.739,-1.59E+13
16859.217,-1.59E+13
17265.941,-1.59E+13
16869.031,-1.59E+13
16981.348,-1.58E+13
16065.224,-1.58E+13
15780.239,-1.58E+13
15120.136,-1.58E+13
14634.258,-1.58E+13
16394.652,-1.57E+13
16146.037,-1.57E+13
15262.267,-1.57E+13
15240.913,-1.57E+13
15423.776,-1.56E+13
15510.769,-1.56E+13
17609.346,-1.56E+13
15846.366,-1.56E+13
15170.861,-1.56E+13
16424.68,-1.55E+13
16029.593,-1.55E+13
16019.236,-1.55E+13
17015.84,-1.55E+13
17603.605,-1.55E+13
17008.254,-1.54E+13
19123.916,-1.54E+13
18107.084,-1.54E+13
17811.729,-1.54E+13
17622.479,-1.53E+13
18264.729,-1.53E+13
18507.863,-1.53E+13
17027.387,-1.53E+13
16445.654,-1.53E+13
14855.324,-1.52E+13
14936.619,-1.52E+13
17306.332,-1.52E+13
16198.136,-1.52E+13
16518.721,-1.52E+13
16125.645,-1.51E+13
17369.248,-1.51E+13
19124.627,-1.51E+13
18178.289,-1.51E+13
17403.93,-1.50E+13
17934.609,-1.50E+13
17035.996,-1.50E+13
17735.145,-1.50E+13
19899.695,-1.50E+13
19106.314,-1.49E+13
20267.766,-1.49E+13
21457.768,-1.49E+13
20678.82,-1.49E+13
21325.826,-1.49E+13
17790.125,-1.48E+13
19667.529,-1.48E+13
20679.436,-1.48E+13
22268.074,-1.48E+13
21561.713,-1.48E+13
20638.584,-1.47E+13
22945.059,-1.47E+13
21697.516,-1.47E+13
19103.465,-1.47E+13
16696.99,-1.46E+13
18927.076,-1.46E+13
20870.926,-1.46E+13
20132.719,-1.46E+13
18576.449,-1.46E+13
18837.9,-1.45E+13
18774.146,-1.45E+13
18396.533,-1.45E+13
18214.24,-1.45E+13
20440.363,-1.45E+13
23462.781,-1.44E+13
23029.09,-1.44E+13
22437.574,-1.44E+13
21987.918,-1.44E+13
22289.217,-1.43E+13
22144.992,-1.43E+13
23219.814,-1.43E+13
22417.576,-1.43E+13
22665.662,-1.43E+13
21770.662,-1.42E+13
20686.664,-1.42E+13
21101.859,-1.42E+13
19410.361,-1.42E+13
19207.031,-1.42E+13
22097.619,-1.41E+13
20318.584,-1.41E+13
20370.604,-1.41E+13
19991.232,-1.41E+13
19775.713,-1.40E+13
20335.998,-1.40E+13
23987.41,-1.40E+13
20750.93,-1.40E+13
18844.439,-1.40E+13
21554.371,-1.39E+13
23555.99,-1.39E+13
27279.344,-1.39E+13
25691.086,-1.39E+13
24638.914,-1.39E+13
23626.92,-1.38E+13
20863.633,-1.38E+13
21445.016,-1.38E+13
23343.379,-1.38E+13
27039.814,-1.37E+13
28579.855,-1.37E+13
28529.441,-1.37E+13
25743.75,-1.37E+13
24870.025,-1.37E+13
28073.139,-1.36E+13
27854.801,-1.36E+13
25690.898,-1.36E+13
23131.564,-1.36E+13
21755.252,-1.36E+13
22189.676,-1.35E+13
25578.221,-1.35E+13
24865.049,-1.35E+13
23923.195,-1.35E+13
25178.982,-1.34E+13
27032.277,-1.34E+13
25744.887,-1.34E+13
23895.242,-1.34E+13
26804.344,-1.34E+13
30437.344,-1.33E+13
29575.754,-1.33E+13
29777.066,-1.33E+13
25350.266,-1.33E+13
24172.791,-1.33E+13
24253.568,-1.32E+13
29458.334,-1.32E+13
28450.77,-1.32E+13
26795.703,-1.32E+13
26942.555,-1.31E+13
27892.102,-1.31E+13
28496.369,-1.31E+13
30513.232,-1.31E+13
38925.121,-1.31E+13
38881.879,-1.30E+13
33885.98,-1.30E+13
32507.182,-1.30E+13
-12185.397,-1.30E+13
35369.375,-1.30E+13
38314.82,-1.29E+13
28397.451,-1.29E+13
29128.076,-1.29E+13
31466.578,-1.29E+13
37295.348,-1.28E+13
36888.852,-1.28E+13
38695.676,-1.28E+13
