Rxx(Ohm),B(mT)
0.21041182,2036.707341
0.63131082,2035.307061
1.2624741,2033.906781
0.42082414,2032.506501
1.1423764,2031.106221
0.90187621,2029.705941
-0.030055316,2028.305661
0.63131082,2026.905381
0.96176851,2025.505101
-0.42077321,2024.104821
0.96188492,2022.704541
-1.4125949,2021.304261
0.60110527,2019.903981
0.24044265,2018.503701
0.72132635,2017.103421
0.66137588,2015.703141
0.81158787,2014.302861
-0.27049738,2012.902581
0.81148964,2011.5023
0.84154743,2010.10202
0,2008.70174
0.48100168,2007.30146
-1.7133549,2005.90118
0.81148964,2004.5009
-1.0819895,2003.10062
-0.39076525,2001.70034
-0.18033159,2000.30006
0.090176709,1998.89978
0.60110527,1997.4995
0.63123447,1996.09922
0.42087504,1994.69894
0.18035342,1993.29866
2.0440054,1991.89838
0.78143692,1990.4981
1.2025015,1989.09782
1.3224317,1987.69754
0.30062538,1986.297259
0.060110532,1984.896979
0.78153151,1983.496699
2.0738158,1982.096419
0,1980.696139
0.27049738,1979.295859
1.7432004,1977.895579
0.54112571,1976.495299
0.9919464,1975.095019
1.6534371,1973.694739
1.0220027,1972.294459
2.2842002,1970.894179
0.75147009,1969.493899
-0.90176713,1968.093619
-0.42077321,1966.693339
0.30055264,1965.293059
-0.4808853,1963.892779
0.30055264,1962.492498
0.93182349,1961.092218
-1.0819895,1959.691938
0.84154743,1958.291658
1.1120473,1956.891378
2.1041234,1955.491098
0.57105255,1954.090818
-0.36066267,1952.690538
-0.39076525,1951.290258
0.84144557,1949.889978
-0.63123447,1948.489698
-0.33060792,1947.089418
0.90176713,1945.689138
0.78162605,1944.288858
0.45093709,1942.888578
-0.54106027,1941.488298
0.51094204,1940.088018
0.72141367,1938.687738
-1.2322633,1937.287457
-0.4808853,1935.887177
-0.42077321,1934.486897
-0.60110527,1933.086617
0.45093709,1931.686337
0.57105255,1930.286057
0.75137913,1928.885777
0.4809435,1927.485497
1.2022105,1926.085217
0.901658,1924.684937
1.0520642,1923.284657
0.96176851,1921.884377
0.15027632,1920.484097
1.1421001,1919.083817
-0.78143692,1917.683537
0.60110527,1916.283257
0.51088017,1914.882977
1.0821205,1913.482697
-0.18033159,1912.082416
0.75147009,1910.682136
-0.21043727,1909.281856
0.33064795,1907.881576
-0.42082414,1906.481296
-0.75147009,1905.081016
0.090176709,1903.680736
0.15027632,1902.280456
-0.33064795,1900.880176
-0.69126862,1899.479896
0.060117807,1898.079616
0.060110532,1896.679336
2.4347737,1895.279056
0.21041182,1893.878776
-0.090176709,1892.478496
0.96188492,1891.078216
1.7131476,1889.677936
0.96176851,1888.277656
1.6229843,1886.877375
0.33068794,1885.477095
0.21041182,1884.076815
1.6233771,1882.676535
0.9919464,1881.276255
-0.9919464,1879.875975
0.18035342,1878.475695
-0.090176709,1877.075415
0.78143692,1875.675135
0.63115805,1874.274855
0.24041355,1872.874575
2.2240896,1871.474295
0.30062538,1870.074015
0.030058954,1868.673735
-0.63115805,1867.273455
0.18035342,1865.873175
0,1864.472895
0.66137588,1863.072615
-0.30055264,1861.672334
3.3060741,1860.272054
-0.69126862,1858.871774
-0.24044265,1857.471494
0.60110527,1856.071214
0.27049738,1854.670934
-0.12025016,1853.270654
1.1419618,1851.870374
0.45082799,1850.470094
0.69135225,1849.069814
-0.63123447,1847.669534
0.45093709,1846.269254
0.99182636,1844.868974
-0.84154743,1843.468694
1.0519369,1842.068414
-0.93171072,1840.668134
0.66129589,1839.267854
0.24047175,1837.867574
-1.0819895,1836.467293
-0.51094204,1835.067013
0.51094204,1833.666733
0.15027632,1832.266453
0.57105255,1830.866173
1.2623212,1829.465893
1.0218791,1828.065613
0.901658,1826.665333
1.0520642,1825.265053
-0.12022106,1823.864773
-0.81148964,1822.464493
-0.39071795,1821.064213
1.4430019,1819.663933
1.5929266,1818.263653
1.5628738,1816.863373
-0.15027632,1815.463093
1.3224317,1814.062813
1.5027633,1812.662533
-1.1721579,1811.262252
-1.1721579,1809.861972
0.30058903,1808.461692
-0.21038635,1807.061412
-0.090165794,1805.661132
0.21038635,1804.260852
0.87170571,1802.860572
-0.39076525,1801.460292
1.2923739,1800.060012
