Rxx(Ohm),X_axis
12683.58,3.133076
16017.305,3.1151693
13519.274,3.0972624
9971.7275,3.0793555
13519.855,3.0614486
10045.882,3.0435417
9381.7568,3.025635
13218.666,3.0077281
8654.5156,2.9898212
7699.9795,2.9719143
9525.915,2.9540074
10794.308,2.9361007
12664.289,2.9181938
12459.094,2.9002869
12535.2,2.88238
10647.189,2.8644731
14835.78,2.8465664
17011.488,2.8286595
14832.018,2.8107526
10609.751,2.7928457
9914.1582,2.7749388
8300.3643,2.7570322
8625.2002,2.7391253
13920.683,2.7212183
12848.632,2.7033114
11247.229,2.6854045
9030.2871,2.6674979
10304.159,2.649591
8851.5928,2.6316841
12633.625,2.6137772
13452.928,2.5958703
11062.279,2.5779636
12318.296,2.5600567
14031.889,2.5421498
16803.125,2.5242429
15978.894,2.506336
12697.732,2.4884293
17135.338,2.4705224
16168.207,2.4526155
16379.971,2.4347086
14165.499,2.4168017
13047.522,2.398895
11945.791,2.3809881
8482.1953,2.3630812
7497.0034,2.3451743
6948.0269,2.3272676
5347.1738,2.3093607
5224.4355,2.2914538
5725.5293,2.2735472
5175.5562,2.2556403
5610.0571,2.2377334
6032.8979,2.2198267
7528.0557,2.2019198
7904.1499,2.1840129
7146.9619,2.166106
7788.8774,2.1481991
7391.7944,2.1302924
9489.1074,2.1123855
7606.02,2.0944786
7621.4839,2.0765717
9880.6641,2.0586648
10381.3,2.0407581
11215.231,2.0228512
7344.5317,2.0049443
7319.1841,1.9870374
6685.8232,1.9691305
6908.1846,1.9512239
7326.3242,1.9333169
7390.9619,1.91541
7301.2163,1.8975031
6608.8452,1.8795962
6806.4058,1.8616896
7475.042,1.8437827
8445.1074,1.8258758
7513.5005,1.8079689
7103.3096,1.790062
5833.6973,1.7721553
5383.3833,1.7542484
4790.6641,1.7363415
5076.9385,1.7184346
5047.7251,1.7005278
4832.4629,1.6826209
5535.1509,1.6647141
4868.1602,1.6468072
5095.4355,1.6289004
5443.7065,1.6109935
5958.0781,1.5930867
6395.9683,1.5751799
4976.2339,1.557273
5490.9404,1.5393661
6450.8696,1.5214593
5440.6318,1.5035524
5072.3691,1.4856457
3971.2681,1.4677387
4490.2896,1.4498318
5464.7017,1.4319251
6121.7197,1.4140182
6218.6772,1.3961114
6630.6279,1.3782045
6072.6392,1.3602976
5380.1812,1.3423908
4724.5029,1.3244839
4966.4541,1.306577
5063.6201,1.2886702
5761.6562,1.2707633
6324.8916,1.2528565
5391.9971,1.2349496
4929.938,1.2170427
4592.2788,1.1991359
4721.3555,1.1812291
4226.3525,1.1633222
4486.0801,1.1454154
4537.0645,1.1275085
4010.0095,1.1096017
3851.4756,1.0916948
3798.5002,1.073788
4011.1589,1.0558811
3089.8411,1.0379742
3022.1912,1.0200675
3794.2812,1.0021605
3563.1196,0.98425376
3925.4956,0.96634686
3974.8342,0.94843996
3855.5356,0.93053317
3379.6382,0.91262627
3400.4209,0.89471948
3900.4617,0.87681258
4073.2478,0.85890573
5032.2227,0.84099889
3448.061,0.82309204
2983.4417,0.8051852
3342.9255,0.78727835
3206.9023,0.76937151
2775.6638,0.75146466
2933.3323,0.73355782
2567.5422,0.71565092
2543.7358,0.69774407
2617.593,0.67983723
2964.6785,0.66193038
3096.2476,0.64402354
2970.9854,0.62611663
3069.5723,0.60820979
3075.2258,0.590303
2980.0054,0.57239616
2718.1311,0.55448931
2476.0679,0.53658241
2420.0159,0.51867557
2355.7075,0.50076872
2448.5776,0.48286188
2616.2732,0.46495503
2443.3906,0.44704813
2220.8855,0.42914131
2325.0356,0.41123447
2699.3982,0.39332759
3363.7375,0.37542075
3561.1653,0.3575139
3318.1011,0.33960703
2845.5679,0.32170019
2950.969,0.30379334
2708.6411,0.2858865
2412.9399,0.26797965
2413.5469,0.25007278
2409.9709,0.23216593
2232.3264,0.21425909
2521.22,0.19635223
2394.1758,0.17844537
2177.5022,0.16053852
2318.6943,0.14263168
2368.4705,0.12472483
2584.1406,0.10681797
2785.1924,0.088911116
2572.7629,0.071004272
2188.249,0.053097416
2320.4414,0.035190564
2573.989,0.01728371
2487.1665,0.000623141
2157.5125,0.018529994
2039.8656,0.036436845
2270.8188,0.0543437
1842.4641,0.072250545
1690.504,0.090157405
1482.4976,0.10806426
1620.7281,0.12597111
1642.954,0.14387795
1895.9402,0.16178481
1755.6464,0.17969166
1641.5408,0.19759852
1510.7871,0.21550536
1674.7816,0.23341222
1908.0636,0.25131905
1806.198,0.2692259
1661.075,0.28713277
1593.0563,0.30503961
1448.2943,0.32294649
1363.0968,0.34085333
1338.7279,0.35876018
1171.9375,0.37666702
1335.5624,0.39457387
1402.0938,0.41248074
1550.5878,0.43038762
1461.6205,0.44829446
1489.0049,0.46620131
1452.2091,0.48410812
1371.5018,0.50201499
1497.5284,0.51992184
1439.9551,0.53782868
1542.7166,0.55573553
1474.5491,0.57364237
1557.5933,0.59154922
1432.2565,0.60945612
1431.7648,0.62736297
1314.6025,0.64526981
1179.8051,0.66317666
1168.92,0.6810835
1188.5966,0.6989904
1079.8629,0.71689725
1028.4951,0.73480409
1056.5012,0.75271094
1025.3331,0.77061778
1012.087,0.78852463
987.24329,0.80643147
972.28204,0.82433832
989.48956,0.84224516
985.35089,0.86015201
890.81995,0.87805891
925.6355,0.8959657
1003.8076,0.9138726
997.47052,0.9317795
833.63928,0.94968629
791.46228,0.96759319
775.33423,0.98549998
818.00787,1.0034069
805.3255,1.0213138
819.36523,1.0392206
758.15063,1.0571275
