Rxx(Ohm),X_axis
11396.151,1.7994795
11691.214,1.7891948
8924.8584,1.77891
8954.3076,1.7686251
9481.5137,1.7583405
9772.4248,1.7480557
9333.5107,1.7377708
7913.6626,1.7274861
7147.4326,1.7172014
7865.374,1.7069166
7193.751,1.6966317
7810.0645,1.686347
10655.838,1.6760622
9334.9863,1.6657773
8744.7334,1.6554927
10033.08,1.6452078
10985.124,1.634923
9632.0244,1.6246382
9198.2402,1.6143534
7649.1494,1.6040686
6401.2124,1.5937839
6569.0059,1.5834991
7960.7373,1.5732143
8657.5615,1.5629295
8304.749,1.5526447
7572.4141,1.5423599
6728.4341,1.5320752
7101.5718,1.5217904
8711.8525,1.5115056
8928.583,1.5012207
9148.4854,1.490936
10403.177,1.4806513
12789.855,1.4703664
12115.648,1.4600817
11230.569,1.4497969
11364.01,1.439512
12817.5,1.4292274
13502.415,1.4189426
13135.039,1.4086577
12206.611,1.398373
10256.67,1.3880881
10879.259,1.3778033
8239.7266,1.3675187
6540.9766,1.3572338
6027.7739,1.346949
6279.3872,1.3366643
5567.6006,1.3263794
5542.8379,1.3160946
4993.0215,1.30581
5524.4834,1.2955251
5743.29,1.2852403
6288.605,1.2749556
6356.1045,1.2646707
6813.001,1.2543859
6166.2959,1.2441012
5789.1108,1.2338164
6761.333,1.2235316
5801.0796,1.2132468
5869.5479,1.202962
6280.6904,1.1926773
7325.5571,1.1823925
6471.3486,1.1721077
5806.1636,1.1618229
5009.8999,1.151538
4738.127,1.1412534
5011.7905,1.1309685
5337.5747,1.1206837
5067.1079,1.110399
5716.5835,1.1001141
6575.8857,1.0898293
5883.7109,1.0795447
5934.9756,1.0692598
6063.3389,1.058975
5917.7197,1.0486903
5346.5767,1.0384054
5795.9502,1.0281206
5660.8325,1.017836
4814.4146,1.0075511
4521.0308,0.99726635
4376.6177,0.98698145
4208.9492,0.97669673
4333.0137,0.96641201
4477.5952,0.95612711
4111.2412,0.94584239
4356.9282,0.9355576
4519.5879,0.92527276
4561.9492,0.91498804
4166.6504,0.90470326
4306.2051,0.89441842
5026.4795,0.8841337
5245.3535,0.87384886
4380.3711,0.86356407
4039.8799,0.85327935
3708.2588,0.84299451
3900.5408,0.83270973
4468.5835,0.82242495
5121.5547,0.81214017
5183.1484,0.80185539
5209.0557,0.7915706
5461.3755,0.78128576
4745.5977,0.77100104
4843.748,0.76071626
4911.252,0.75043142
5387.3164,0.7401467
5606.457,0.72986192
5246.9688,0.71957707
4875.9849,0.70929229
4292.1602,0.69900751
4064.2507,0.68872273
4343.7588,0.67843795
4204.3174,0.66815317
4389.249,0.65786839
4175.312,0.6475836
3787.1162,0.63729876
3750.7214,0.62701404
3875.657,0.61672926
3709.5254,0.60644442
3258.5742,0.5961597
3155.9412,0.58587492
3371.8828,0.57559007
3178.0203,0.56530529
3401.1812,0.55502057
3720.9304,0.54473573
3597.0623,0.53445095
3382.3667,0.52416617
3390.5935,0.51388139
3686.3516,0.5035966
3816.9749,0.49331179
3713.8354,0.48302704
2938.9229,0.47274226
2742.5718,0.46245745
2753.4775,0.45217264
2725.7114,0.44188789
2977.8447,0.4316031
2919.7512,0.42131832
2562.0298,0.41103351
2694.8174,0.40074876
2753.2739,0.39046395
2921.5996,0.38017917
3075.2913,0.36989439
3293.2422,0.3596096
3331.9541,0.34932479
3211.2859,0.33904001
3005.7749,0.32875526
2776.1265,0.31847045
2571.8083,0.30818567
2542.3696,0.29790089
2512.2729,0.2876161
2570.3083,0.27733129
2584.6716,0.26704654
2499.7354,0.25676176
2375.0723,0.24647695
2386.0505,0.23619218
2691.6357,0.22590739
3069.0483,0.2156226
3180.2502,0.20533782
2745.2512,0.19505303
2697.5918,0.18476824
2759.4963,0.17448346
2575.7625,0.16419867
2432.7668,0.15391389
2270.7373,0.14362909
2376.8306,0.13334431
2264.5063,0.12305953
2376.2668,0.11277474
2238.4939,0.10248996
2371.6245,0.092205174
2374.376,0.081920385
2315.8208,0.071635596
2564.9009,0.061350815
2683.3823,0.05106603
2464.8037,0.040781241
2294.7861,0.030496458
2224.8794,0.020211671
2279.0281,0.009926884
2218.1812,0.000357901
2151.3079,0.010642687
2200.3281,0.020927472
2058.5427,0.031212255
1777.6079,0.041497044
1607.178,0.051781829
1729.4474,0.062066618
2027.9373,0.072351396
1923.6974,0.082636185
2003.0013,0.092920974
2015.6256,0.10320576
1885.9771,0.11349054
1792.6748,0.12377533
1971.4662,0.13406011
2056.1406,0.1443449
2166.4751,0.15462968
2046.2947,0.16491447
1974.389,0.17519926
1778.3065,0.18548405
1685.1405,0.19576883
1577.4525,0.20605361
1591.6187,0.21633841
1701.2496,0.22662318
1655.3754,0.23690797
1742.8264,0.24719276
1660.662,0.25747755
1775.5017,0.26776233
1753.4053,0.27804711
1729.4686,0.2883319
1699.7281,0.29861668
1785.7129,0.30890149
1794.6223,0.31918624
1754.856,0.32947105
1609.2418,0.33975583
1566.175,0.35004061
1515.968,0.3603254
1558.7889,0.37061018
1461.5538,0.38089499
1434.2424,0.39117974
1386.6035,0.40146455
1319.4076,0.41174933
1283.5765,0.42203411
1331.5802,0.43231887
1304.066,0.44260368
1303.381,0.45288846
1307.3242,0.46317327
1378.9897,0.47345802
1373.92,0.48374283
1337.2795,0.49402761
1239.5408,0.5043124
1264.3242,0.51459718
1370.0397,0.52488196
1417.554,0.5351668
1284.8514,0.54545152
1202.2969,0.5557363
1205.3496,0.56602114
1214.8862,0.57630593
1188.7363,0.58659065
1209.3518,0.59687549
1214.4976,0.60716027
1167.9517,0.61744499
1155.6517,0.62772983
1155.8032,0.63801461
1133.7906,0.6482994
1110.8159,0.65858418
1059.5679,0.66886896
1011.2485,0.67915374
995.83124,0.68943858
979.77777,0.6997233
943.92151,0.71000814
922.06256,0.72029293
959.60107,0.73057765
974.46887,0.74086249
969.37604,0.75114727
889.40808,0.76143205
851.5083,0.77171683
834.34821,0.78200161
830.90533,0.7922864
833.96399,0.80257118
826.15039,0.81285596
782.61853,0.82314074
795.95966,0.83342558
812.28198,0.8437103
798.55969,0.85399508
786.64441,0.86427987
774.39575,0.87456471
727.99866,0.88484949
751.31152,0.89513421
759.83887,0.90541905
734.67981,0.91570383
712.84991,0.92598867
674.0022,0.9362734
652.99609,0.94655818
661.73645,0.95684302
651.94019,0.96712774
650.03821,0.97741252
622.65283,0.98769736
608.02051,0.99798208
570.27429,1.0082668
567.02136,1.0185517
573.64197,1.0288365
563.38184,1.0391212
543.58051,1.0494061
479.02414,1.0596908
470.70892,1.0699756
446.10529,1.0802604
424.11572,1.0905452
433.45233,1.10083
424.20215,1.1111147
420.32825,1.1213995
432.37759,1.1316843
445.26212,1.1419691
450.0127,1.1522539
403.70129,1.1625386
398.02658,1.1728234
400.74597,1.1831083
383.8432,1.193393
404.72144,1.2036778
403.52084,1.2139627
396.31799,1.2242475
359.397,1.2345321
363.73157,1.244817
359.76593,1.2551018
339.0527,1.2653865
326.4093,1.2756714
322.83282,1.2859561
317.63275,1.2962408
310.4252,1.3065257
300.81238,1.3168105
280.73056,1.3270953
257.21545,1.3373801
269.13147,1.3476648
272.06082,1.3579496
264.03867,1.3682344
268.86887,1.3785192
258.49457,1.388804
255.43782,1.3990887
245.72365,1.4093735
237.60695,1.4196583
242.6118,1.4299431
244.72821,1.440228
237.31401,1.4505126
252.80066,1.4607974
209.29758,1.4710823
215.7829,1.481367
219.69635,1.4916518
214.67409,1.5019367
215.04672,1.5122213
195.78841,1.5225061
195.07693,1.532791
188.85622,1.5430757
189.47099,1.5533605
184.12962,1.5636454
171.15422,1.5739301
169.14102,1.5842149
172.84326,1.5944997
167.99828,1.6047845
163.33585,1.6150693
167.1799,1.6253541
157.20059,1.6356388
144.06767,1.6459236
145.03909,1.6562084
139.8073,1.6664932
149.78996,1.676778
148.54143,1.6870627
140.47914,1.6973476
119.31632,1.7076323
115.27312,1.7179171
107.73743,1.728202
102.65411,1.7384865
101.10307,1.7487714
91.523575,1.7590563
88.53302,1.7693411
94.87529,1.7796258
99.076256,1.7899107
94.779427,1.8001955
96.192574,1.8104801
93.217667,1.820765
99.36544,1.8310498
97.926445,1.8413345
89.173599,1.8516194
79.89576,1.8619041
71.607269,1.8721888
68.623131,1.8824737
71.43576,1.8927585
68.849144,1.9030432
76.386078,1.9133281
78.498627,1.9236128
79.200325,1.9338975
73.510162,1.9441824
81.176826,1.9544672
71.804749,1.9647518
70.148285,1.9750367
67.55764,1.9853215
66.115417,1.9956062
66.838707,2.0058911
65.038391,2.016176
54.762589,2.0264609
60.644135,2.0367453
56.607014,2.0470302
56.643486,2.0573151
62.198952,2.0675998
58.98098,2.0778847
56.710079,2.0881696
59.295071,2.0984542
59.234356,2.1087389
63.534359,2.1190238
65.410706,2.1293085
66.970215,2.1395934
60.374783,2.1498783
58.443237,2.1601629
55.342335,2.1704476
58.238869,2.1807325
53.635372,2.1910172
52.851597,2.2013021
55.467514,2.211587
58.313747,2.2218716
53.550476,2.2321563
56.443287,2.2424412
54.746109,2.2527258
56.897076,2.2630107
50.94281,2.2732956
51.685749,2.2835803
47.307014,2.293865
52.755264,2.3041499
48.454353,2.3144348
50.614395,2.3247194
52.701984,2.3350043
49.423485,2.3452892
54.699913,2.3555737
52.428555,2.3658586
52.882217,2.3761435
55.419617,2.3864281
52.097095,2.396713
53.240162,2.4069979
51.08036,2.4172823
46.50758,2.4275672
49.431545,2.4378521
45.56955,2.4481368
44.848171,2.4584217
43.338505,2.4687066
42.831566,2.4789913
