Rxx(Ohm),ne(cm-2)
10304.561,1.51E+10
9457.8643,1.50E+10
8509.0928,1.49E+10
9379.3633,1.48E+10
8313.7861,1.47E+10
8048.8936,1.46E+10
8098.2749,1.45E+10
8197.7539,1.45E+10
6505.5752,1.44E+10
6976.7622,1.43E+10
7743.5786,1.42E+10
8836.4023,1.41E+10
8601.9043,1.40E+10
8378.541,1.39E+10
8781.5391,1.38E+10
9320.8184,1.38E+10
8714.2568,1.37E+10
8452.9805,1.36E+10
7769.1597,1.35E+10
7034.6201,1.34E+10
5951.8398,1.33E+10
6599.7271,1.32E+10
7277.1562,1.32E+10
8102.2729,1.31E+10
7343.2217,1.30E+10
7883.3945,1.29E+10
7062.187,1.28E+10
6763.3232,1.27E+10
7485.5576,1.26E+10
8520.332,1.26E+10
8232.293,1.25E+10
7980.8096,1.24E+10
8994.5234,1.23E+10
8727.2041,1.22E+10
9721.8604,1.21E+10
9157.9697,1.20E+10
8983.9531,1.20E+10
11569.475,1.19E+10
10381.249,1.18E+10
10655.127,1.17E+10
9384.6318,1.16E+10
9083.3203,1.15E+10
6533.7466,1.14E+10
5655.4126,1.14E+10
5316.7163,1.13E+10
5508.355,1.12E+10
5012.7539,1.11E+10
4699.1519,1.10E+10
4818.8052,1.09E+10
4943.1436,1.08E+10
5118.6064,1.08E+10
5883.6235,1.07E+10
5849.1597,1.06E+10
5809.0024,1.05E+10
5427.7524,1.04E+10
5637.7065,1.03E+10
5820.1792,1.02E+10
4800.0151,1.01E+10
5468.7705,1.01E+10
6473.0396,9.98E+09
7399.208,9.89E+09
6989.4819,9.80E+09
6257.1392,9.72E+09
5898.1924,9.63E+09
5250.3623,9.55E+09
5473.1489,9.46E+09
5035.916,9.37E+09
5629.3218,9.29E+09
5710.0483,9.20E+09
5536.9185,9.12E+09
5066.9868,9.03E+09
5289.9932,8.94E+09
5194.71,8.86E+09
5483.8276,8.77E+09
5370.6338,8.69E+09
5212.5898,8.60E+09
4968.0151,8.51E+09
4506.9727,8.43E+09
4096.3599,8.34E+09
4321.376,8.26E+09
4255.728,8.17E+09
3963.9453,8.08E+09
4205.5112,8.00E+09
4005.4592,7.91E+09
4283.3877,7.83E+09
4335.4341,7.74E+09
4437.7314,7.65E+09
4007.166,7.57E+09
4171.1626,7.48E+09
4462.4438,7.40E+09
4640.6704,7.31E+09
4137.4761,7.22E+09
3620.5327,7.14E+09
3282.6965,7.05E+09
3508.5618,6.97E+09
3852.9243,6.88E+09
4453.5586,6.79E+09
4447.2178,6.71E+09
4632.6484,6.62E+09
4490.6162,6.54E+09
3936.1746,6.45E+09
3860.2861,6.36E+09
4261.1338,6.28E+09
4567.3813,6.19E+09
4616.0137,6.11E+09
4051.0728,6.02E+09
3539.2861,5.93E+09
3313.6692,5.85E+09
3332.1926,5.76E+09
3403.3254,5.68E+09
3570.0234,5.59E+09
3720.5884,5.50E+09
3778.7434,5.42E+09
3510.5901,5.33E+09
3442.9651,5.25E+09
3380.4912,5.16E+09
3333.5432,5.07E+09
3016.4102,4.99E+09
3068.0615,4.90E+09
3287.4683,4.81E+09
3017.8901,4.73E+09
2889.5637,4.64E+09
2965.9468,4.56E+09
3056.0012,4.47E+09
2999.8132,4.38E+09
3086.8481,4.30E+09
3346.1941,4.21E+09
3519.1367,4.13E+09
3541.2759,4.04E+09
