Rxx(Ohm),ne(cm-2)
6855.0474,8.65E+09
6812.978,8.60E+09
6525.8481,8.55E+09
6623.6182,8.50E+09
6461.5015,8.45E+09
6354.9443,8.40E+09
6282.2451,8.35E+09
6247.1436,8.30E+09
5800.0542,8.25E+09
5880.1948,8.20E+09
5795.646,8.15E+09
5839.377,8.10E+09
5943.5684,8.05E+09
6230.7979,8.00E+09
6244.7617,7.95E+09
6362.5532,7.90E+09
6371.877,7.85E+09
6151.3315,7.81E+09
5915.3022,7.76E+09
5572.6992,7.71E+09
5411.5068,7.66E+09
5447.0308,7.61E+09
5667.5977,7.56E+09
6166.0303,7.51E+09
5857.6162,7.46E+09
5851.521,7.41E+09
5612.8037,7.36E+09
5442.272,7.31E+09
5803.416,7.26E+09
6016.2568,7.21E+09
6012.8154,7.16E+09
6477.3574,7.11E+09
7237.0562,7.06E+09
7416.7207,7.01E+09
7938.748,6.97E+09
7893.8823,6.92E+09
7935.5444,6.87E+09
7922.5889,6.82E+09
7606.2471,6.77E+09
7168.6172,6.72E+09
6450.9512,6.67E+09
6001.9238,6.62E+09
5037.6558,6.57E+09
4419.1235,6.52E+09
4312.7764,6.47E+09
4391.1611,6.42E+09
4220.7275,6.37E+09
4253.7363,6.32E+09
4248.7207,6.27E+09
4274.4121,6.22E+09
4365.5454,6.17E+09
4560.5835,6.13E+09
4515.2314,6.08E+09
4636.9058,6.03E+09
4559.9077,5.98E+09
4359.1265,5.93E+09
4189.3545,5.88E+09
4454.9287,5.83E+09
4835.6597,5.78E+09
5017.8916,5.73E+09
5332.105,5.68E+09
4718.9893,5.63E+09
4442.9946,5.58E+09
4446.7261,5.53E+09
4483.4194,5.48E+09
4595.5527,5.43E+09
4471.6631,5.38E+09
4488.3828,5.33E+09
4771.7969,5.29E+09
5054.3774,5.24E+09
5031.9487,5.19E+09
4708.1157,5.14E+09
4547.5229,5.09E+09
4443.1187,5.04E+09
4569.2241,4.99E+09
4379.9536,4.94E+09
4028.5583,4.89E+09
3831.3665,4.84E+09
3788.5557,4.79E+09
3679.0725,4.74E+09
3508.5222,4.69E+09
3667.6367,4.64E+09
3585.0503,4.59E+09
3559.7017,4.54E+09
3498.8027,4.49E+09
