Rxx(Ohm),ne(cm-2)
8846.1357,1.15E+10
8050.6191,1.14E+10
7064.229,1.14E+10
7218.4087,1.13E+10
7169.5474,1.12E+10
6419.9165,1.12E+10
7088.1543,1.11E+10
7248.4243,1.10E+10
6525.6836,1.10E+10
6320.7466,1.09E+10
6425.6929,1.08E+10
7079.7905,1.08E+10
6848.8633,1.07E+10
6424.085,1.06E+10
6615.2476,1.06E+10
7282.7817,1.05E+10
7846.5938,1.04E+10
7999.7207,1.04E+10
6955.1055,1.03E+10
6308.668,1.03E+10
5799.4102,1.02E+10
6249.9609,1.01E+10
6792.4575,1.01E+10
7191.6338,9.99E+09
6613.1763,9.92E+09
6271.7432,9.86E+09
6088.1777,9.79E+09
6193.5508,9.73E+09
7410.7207,9.66E+09
7406.0166,9.59E+09
7649.9741,9.53E+09
8958.085,9.46E+09
8588.0518,9.40E+09
8418.6357,9.33E+09
9522.2988,9.27E+09
9456.002,9.20E+09
9910.5996,9.13E+09
9749.8438,9.07E+09
8985.4219,9.00E+09
8057.8013,8.94E+09
8267.6484,8.87E+09
7239.3296,8.81E+09
5577.1606,8.74E+09
5083.2046,8.67E+09
4988.2505,8.61E+09
4870.7412,8.54E+09
4972.3984,8.48E+09
4675.1294,8.41E+09
4629.5283,8.35E+09
4434.4766,8.28E+09
4491.6553,8.21E+09
4739.3311,8.15E+09
4745.0298,8.08E+09
5125.9321,8.02E+09
4664.1191,7.95E+09
4839.2739,7.89E+09
5136.3301,7.82E+09
5197.5747,7.75E+09
5687.8042,7.69E+09
5836.0396,7.62E+09
5883.6094,7.56E+09
5656.0762,7.49E+09
5382.4819,7.43E+09
5035.6953,7.36E+09
4595.2393,7.29E+09
4476.1489,7.23E+09
4442.0039,7.16E+09
4519.4263,7.10E+09
5107.7349,7.03E+09
5486.9829,6.97E+09
5258.937,6.90E+09
5159.293,6.83E+09
4895.4946,6.77E+09
4623.938,6.70E+09
4614.355,6.64E+09
4541.6851,6.57E+09
4353.9092,6.51E+09
4458.8706,6.44E+09
4110.8076,6.37E+09
4066.8083,6.31E+09
3839.4397,6.24E+09
3930.5752,6.18E+09
3919.6282,6.11E+09
4137.2065,6.04E+09
4288.9702,5.98E+09
4457.4038,5.91E+09
4378.937,5.85E+09
4022.9675,5.78E+09
4078.8816,5.72E+09
4446.3999,5.65E+09
4123.0605,5.58E+09
3867.9463,5.52E+09
3757.0586,5.45E+09
3561.1313,5.39E+09
3771.9304,5.32E+09
3977.9087,5.26E+09
4081.6604,5.19E+09
4228.2012,5.12E+09
4272.7744,5.06E+09
4330.9292,4.99E+09
4167.2314,4.93E+09
4450.7861,4.86E+09
4426.5459,4.80E+09
4531.5273,4.73E+09
4695.0908,4.66E+09
4272.3145,4.60E+09
3852.2676,4.53E+09
3584.1108,4.47E+09
3351.1499,4.40E+09
3262.7207,4.34E+09
3246.0425,4.27E+09
3419.364,4.20E+09
3304.0337,4.14E+09
3027.4131,4.07E+09
3071.7185,4.01E+09
3009.4846,3.94E+09
2786.2297,3.88E+09
2792.5425,3.81E+09
2914.6772,3.74E+09
2926.6287,3.68E+09
2873.7224,3.61E+09
2758.4194,3.55E+09
2929.5427,3.48E+09
2874.0999,3.42E+09
2882.5825,3.35E+09
3158.0806,3.28E+09
3394.1248,3.22E+09
3462.2122,3.15E+09
3327.3518,3.09E+09
3051.9658,3.02E+09
2837.5759,2.96E+09
2847.2124,2.89E+09
2822.1917,2.82E+09
2688.1816,2.76E+09
2679.3269,2.69E+09
2636.1892,2.63E+09
2696.9531,2.56E+09
2865.4092,2.50E+09
3026.8979,2.43E+09
3074.7336,2.36E+09
2907.0669,2.30E+09
2816.4758,2.23E+09
2642.5154,2.17E+09
2480.5735,2.10E+09
2467.5352,2.04E+09
2643.3533,1.97E+09
2640.1775,1.90E+09
2507.9565,1.84E+09
2580.9697,1.77E+09
2505.4929,1.71E+09
2319.6582,1.64E+09
2323.0383,1.58E+09
2462.5959,1.51E+09
2644.4702,1.44E+09
2743.228,1.38E+09
2725.688,1.31E+09
2628.2102,1.25E+09
2566.3518,1.18E+09
2516.6448,1.12E+09
2412.0864,1.05E+09
2306.7568,9.84E+08
2409.9675,9.18E+08
2352.8904,8.52E+08
2183.1174,7.86E+08
2234.5977,7.21E+08
2354.8298,6.55E+08
2513.3364,5.89E+08
2376.3423,5.24E+08
2295.001,4.58E+08
2344.1821,3.92E+08
2425.9131,3.26E+08
2418.8091,2.61E+08
2490.7124,1.95E+08
2552.5864,1.29E+08
2524.7231,63442832
2306.9873,2287346.2
2258.9197,68017528
2217.9258,1.34E+08
2228.5071,1.99E+08
2093.6848,2.65E+08
1926.9377,3.31E+08
1873.6313,3.97E+08
2043.5068,4.62E+08
2080.6562,5.28E+08
2119.6221,5.94E+08
2104.8069,6.60E+08
2056.7183,7.25E+08
2066.6548,7.91E+08
2103.7319,8.57E+08
2335.415,9.23E+08
2434.3103,9.88E+08
2359.6379,1.05E+09
2187.2412,1.12E+09
2049.0042,1.19E+09
1954.7379,1.25E+09
1900.9716,1.32E+09
1920.083,1.38E+09
1922.603,1.45E+09
1923.7839,1.51E+09
1927.8828,1.58E+09
1976.2848,1.65E+09
1964.7148,1.71E+09
1972.8385,1.78E+09
1943.7699,1.84E+09
2009.2804,1.91E+09
2025.8728,1.97E+09
2049.4822,2.04E+09
2111.2095,2.11E+09
2031.8231,2.17E+09
1989.2043,2.24E+09
1890.176,2.30E+09
1806.9658,2.37E+09
1850.3735,2.43E+09
1863.62,2.50E+09
1795.6167,2.57E+09
1726.1003,2.63E+09
1751.2887,2.70E+09
1777.8604,2.76E+09
1775.2865,2.83E+09
1709.0583,2.89E+09
1736.2693,2.96E+09
1767.8124,3.03E+09
1739.8378,3.09E+09
1763.9769,3.16E+09
1776.095,3.22E+09
1800.1638,3.29E+09
1862.8972,3.35E+09
1881.9482,3.42E+09
1791.7605,3.49E+09
1749.9641,3.55E+09
1677.6656,3.62E+09
1621.2856,3.68E+09
1592.3739,3.75E+09
1603.9988,3.81E+09
1653.4609,3.88E+09
1618.978,3.95E+09
1598.0564,4.01E+09
1646.8135,4.08E+09
1623.551,4.14E+09
1557.5538,4.21E+09
1534.6327,4.27E+09
1539.6997,4.34E+09
1472.7671,4.41E+09
1400.6714,4.47E+09
1380.4839,4.54E+09
1373.2222,4.60E+09
1451.9512,4.67E+09
1451.1758,4.73E+09
1396.2714,4.80E+09
1413.6819,4.87E+09
1391.7898,4.93E+09
1357.4861,5.00E+09
1330.9266,5.06E+09
1299.8904,5.13E+09
1295.1006,5.19E+09
1301.8101,5.26E+09
1327.7029,5.33E+09
1329.2766,5.39E+09
1320.4939,5.46E+09
1309.7825,5.52E+09
1286.3225,5.59E+09
1306.6102,5.66E+09
1333.7434,5.72E+09
1308.7911,5.79E+09
1267.8628,5.85E+09
1228.2345,5.92E+09
1220.1484,5.98E+09
1222.0833,6.05E+09
1248.8394,6.12E+09
1218.3352,6.18E+09
1178.7604,6.25E+09
1181.6938,6.31E+09
1163.321,6.38E+09
1165.3915,6.44E+09
1151.8132,6.51E+09
1152.4711,6.58E+09
1140.988,6.64E+09
1135.8147,6.71E+09
1073.9658,6.77E+09
1037.5858,6.84E+09
995.45142,6.90E+09
979.70837,6.97E+09
983.36414,7.04E+09
1002.1085,7.10E+09
972.10315,7.17E+09
981.02606,7.23E+09
1014.9001,7.30E+09
1032.2235,7.36E+09
1015.6879,7.43E+09
1000.6315,7.50E+09
1016.5924,7.56E+09
1021.4344,7.63E+09
1012.98,7.69E+09
1008.6559,7.76E+09
957.25476,7.82E+09
913.2699,7.89E+09
933.1767,7.96E+09
933.14124,8.02E+09
924.69885,8.09E+09
925.93689,8.15E+09
903.26056,8.22E+09
907.21814,8.28E+09
912.27417,8.35E+09
945.42078,8.42E+09
950.05328,8.48E+09
928.41943,8.55E+09
911.15393,8.61E+09
921.36365,8.68E+09
888.13861,8.74E+09
858.539,8.81E+09
858.35876,8.88E+09
854.28503,8.94E+09
851.94806,9.01E+09
853.86255,9.07E+09
844.70709,9.14E+09
845.00586,9.20E+09
825.94336,9.27E+09
773.95605,9.34E+09
778.05292,9.40E+09
772.61395,9.47E+09
769.44818,9.53E+09
769.55176,9.60E+09
747.15991,9.66E+09
735.01025,9.73E+09
738.00458,9.80E+09
749.02539,9.86E+09
734.17291,9.93E+09
710.48053,9.99E+09
713.80481,1.01E+10
728.62213,1.01E+10
741.96405,1.02E+10
735.37604,1.03E+10
730.29962,1.03E+10
744.11334,1.04E+10
730.4668,1.05E+10
709.68073,1.05E+10
707.83813,1.06E+10
708.2597,1.07E+10
690.07007,1.07E+10
675.10022,1.08E+10
659.42554,1.08E+10
626.8847,1.09E+10
605.6391,1.10E+10
583.60474,1.10E+10
562.96033,1.11E+10
556.77777,1.12E+10
539.70813,1.12E+10
540.20453,1.13E+10
547.61133,1.14E+10
547.97937,1.14E+10
558.29797,1.15E+10
573.85352,1.16E+10
591.17505,1.16E+10
577.34521,1.17E+10
547.13745,1.18E+10
528.23102,1.18E+10
502.45062,1.19E+10
494.43542,1.20E+10
504.89301,1.20E+10
492.13727,1.21E+10
498.26379,1.22E+10
503.54327,1.22E+10
498.54462,1.23E+10
490.61481,1.24E+10
492.57898,1.24E+10
492.5166,1.25E+10
482.12454,1.26E+10
470.54144,1.26E+10
463.56458,1.27E+10
467.05154,1.28E+10
445.67294,1.28E+10
430.21182,1.29E+10
409.8952,1.30E+10
399.58176,1.30E+10
404.45886,1.31E+10
416.19699,1.31E+10
414.40576,1.32E+10
413.29529,1.33E+10
412.33789,1.33E+10
401.94608,1.34E+10
417.7915,1.35E+10
426.28452,1.35E+10
433.15759,1.36E+10
423.37225,1.37E+10
399.7641,1.37E+10
397.87695,1.38E+10
396.49002,1.39E+10
401.6907,1.39E+10
393.19031,1.40E+10
391.31631,1.41E+10
386.01028,1.41E+10
395.92578,1.42E+10
395.89011,1.43E+10
397.48059,1.43E+10
388.79352,1.44E+10
381.95383,1.45E+10
368.51501,1.45E+10
371.11819,1.46E+10
368.07483,1.47E+10
361.87494,1.47E+10
354.53629,1.48E+10
336.32013,1.49E+10
339.84485,1.49E+10
342.74695,1.50E+10
345.29486,1.51E+10
342.57956,1.51E+10
334.92087,1.52E+10
325.82471,1.53E+10
325.03131,1.53E+10
319.19635,1.54E+10
320.30927,1.54E+10
313.55908,1.55E+10
330.34433,1.56E+10
338.33713,1.56E+10
326.93265,1.57E+10
309.47,1.58E+10
289.21649,1.58E+10
