Rxx(Ohm),ne(cm-2)
8278.6729,1.03E+10
7641.9282,1.03E+10
7127.4424,1.02E+10
7166.2651,1.02E+10
7639.3228,1.01E+10
7195.5229,1.00E+10
7925.8374,9.98E+09
7473.8198,9.92E+09
7104.1338,9.86E+09
7066.7739,9.80E+09
7084.4849,9.74E+09
7980.2354,9.69E+09
6632.2744,9.63E+09
6700.0776,9.57E+09
6991.6875,9.51E+09
7111.0854,9.45E+09
6761.9482,9.39E+09
6514.6367,9.33E+09
6527.9658,9.27E+09
5534.874,9.21E+09
5123.9868,9.15E+09
5170.4912,9.09E+09
6090.5854,9.04E+09
6773.0444,8.98E+09
6523.8765,8.92E+09
6464.8818,8.86E+09
6130.624,8.80E+09
6128.8101,8.74E+09
6689.2554,8.68E+09
6343.7842,8.62E+09
6669.5332,8.56E+09
7202.9229,8.50E+09
7429.7183,8.45E+09
8315.2305,8.39E+09
8176.7397,8.33E+09
8698.6738,8.27E+09
9102.9922,8.21E+09
9579.8721,8.15E+09
9337.9395,8.09E+09
8047.3208,8.03E+09
7731.8696,7.97E+09
6250,7.91E+09
4851.6577,7.85E+09
4472.9019,7.80E+09
4566.6108,7.74E+09
4593.3325,7.68E+09
4354.8818,7.62E+09
4241.9292,7.56E+09
4241.2954,7.50E+09
4447.5737,7.44E+09
4498.1846,7.38E+09
4568.0024,7.32E+09
4454.4692,7.26E+09
4801.1328,7.20E+09
4435.5542,7.15E+09
4920.3232,7.09E+09
5101.1729,7.03E+09
5125.585,6.97E+09
5553.5186,6.91E+09
5746.3159,6.85E+09
5785.585,6.79E+09
5204.3857,6.73E+09
5137.5723,6.67E+09
4733.2568,6.61E+09
4205.792,6.55E+09
4348.0596,6.50E+09
4638.5874,6.44E+09
4909.522,6.38E+09
5113.292,6.32E+09
5229.9976,6.26E+09
5002.6436,6.20E+09
4744.3916,6.14E+09
4728.8662,6.08E+09
4825.0312,6.02E+09
4853.0405,5.96E+09
4490.2104,5.91E+09
4265.9526,5.85E+09
4045.2212,5.79E+09
3936.8582,5.73E+09
3973.3879,5.67E+09
3786.4602,5.61E+09
4046.5308,5.55E+09
3777.9709,5.49E+09
3760.0183,5.43E+09
3896.572,5.37E+09
4027.4214,5.31E+09
3949.7371,5.26E+09
3754.5813,5.20E+09
3634.8555,5.14E+09
4072.4697,5.08E+09
3800.2463,5.02E+09
3780.2754,4.96E+09
3594.0854,4.90E+09
3432.2163,4.84E+09
3461.9685,4.78E+09
3691.1765,4.72E+09
4081.8589,4.66E+09
4113.314,4.61E+09
4262.4199,4.55E+09
4180.1191,4.49E+09
3859.0647,4.43E+09
4096.126,4.37E+09
4035.1819,4.31E+09
4227.7607,4.25E+09
4118.2681,4.19E+09
3838.5544,4.13E+09
3770.2581,4.07E+09
3530.0996,4.01E+09
3105.3979,3.96E+09
3185.7488,3.90E+09
3217.5889,3.84E+09
3219.4641,3.78E+09
3257.3433,3.72E+09
3108.0242,3.66E+09
3070.3066,3.60E+09
3044.7026,3.54E+09
2938.012,3.48E+09
2925.6184,3.42E+09
3051.1934,3.36E+09
3170.0479,3.31E+09
3067.2751,3.25E+09
2877.9478,3.19E+09
2951.4324,3.13E+09
2890.8518,3.07E+09
2804.075,3.01E+09
2821.5825,2.95E+09
3185.563,2.89E+09
3235.8428,2.83E+09
3155.9919,2.77E+09
3006.8264,2.72E+09
2807.1804,2.66E+09
2782.9905,2.60E+09
2629.0112,2.54E+09
2529.0352,2.48E+09
2517.9595,2.42E+09
2533.0303,2.36E+09
2626.1887,2.30E+09
2750.4548,2.24E+09
2846.6062,2.18E+09
2848.0837,2.12E+09
2813.3875,2.07E+09
2683.6418,2.01E+09
2678.0393,1.95E+09
2728.5562,1.89E+09
2668.54,1.83E+09
2636.0806,1.77E+09
2527.2268,1.71E+09
2406.6357,1.65E+09
2409.9785,1.59E+09
2394.6089,1.53E+09
2368.4907,1.47E+09
2483.6521,1.42E+09
2657.6824,1.36E+09
2867.5427,1.30E+09
2934.7842,1.24E+09
2864.2493,1.18E+09
2822.7671,1.12E+09
2693.5186,1.06E+09
2578.6653,1.00E+09
2509.9094,9.43E+08
