Rxx(Ohm),ne(cm-2)
5380.626,5.66E+09
5282.7583,5.62E+09
5353.8975,5.59E+09
5559.3374,5.56E+09
5417.71,5.53E+09
5553.8096,5.49E+09
5698.1221,5.46E+09
5397.9214,5.43E+09
5290.9326,5.40E+09
5214.7739,5.36E+09
5038.2329,5.33E+09
4866.1533,5.30E+09
4932.1387,5.27E+09
4906.5396,5.23E+09
5134.0742,5.20E+09
5088.8755,5.17E+09
4923.4312,5.14E+09
4844.334,5.11E+09
4747.5425,5.07E+09
4799.4209,5.04E+09
4470.5381,5.01E+09
4437.0322,4.98E+09
4686.0254,4.94E+09
4725.2822,4.91E+09
4659.2749,4.88E+09
4531.125,4.85E+09
4706.229,4.81E+09
4865.2021,4.78E+09
5075.2983,4.75E+09
5203.8257,4.72E+09
5376.9009,4.69E+09
5318.5347,4.65E+09
5384.7085,4.62E+09
5863.5869,4.59E+09
6134.8286,4.56E+09
6122.0059,4.52E+09
5940.5737,4.49E+09
5766.0332,4.46E+09
5259.6958,4.43E+09
4917.9072,4.39E+09
4449.5278,4.36E+09
4024.7292,4.33E+09
4014.7065,4.30E+09
3808.9075,4.27E+09
3727.5442,4.23E+09
3638.2512,4.20E+09
3619.8169,4.17E+09
3691.4507,4.14E+09
3781.4612,4.10E+09
3799.4036,4.07E+09
3796.991,4.04E+09
3880.0688,4.01E+09
3895.1909,3.97E+09
4021.3796,3.94E+09
3951.4111,3.91E+09
3906.6826,3.88E+09
3912.7183,3.85E+09
3956.1504,3.81E+09
4102.665,3.78E+09
4059.0576,3.75E+09
3733.8281,3.72E+09
3579.5928,3.68E+09
3524.1257,3.65E+09
3609.6958,3.62E+09
3611.4893,3.59E+09
3698.4893,3.55E+09
3746.9463,3.52E+09
3923.8469,3.49E+09
3924.2874,3.46E+09
3903.6172,3.42E+09
3752.0964,3.39E+09
3612.6594,3.36E+09
3652.7798,3.33E+09
3697.6714,3.30E+09
3594.604,3.26E+09
3419.5898,3.23E+09
3359.4287,3.20E+09
3336.4417,3.17E+09
3271.6821,3.13E+09
3219.4841,3.10E+09
3121.4114,3.07E+09
3057.488,3.04E+09
2962.6577,3.00E+09
2955.8508,2.97E+09
3184.3938,2.94E+09
3135.0332,2.91E+09
3071.1709,2.88E+09
3135.5352,2.84E+09
3219.271,2.81E+09
3252.1956,2.78E+09
3164.6953,2.75E+09
3180.0789,2.71E+09
3119.5879,2.68E+09
3049.8247,2.65E+09
3058.7363,2.62E+09
3116.2378,2.58E+09
3307.5757,2.55E+09
3304.7188,2.52E+09
3207.6157,2.49E+09
3240.3054,2.46E+09
3190.2358,2.42E+09
3100.5339,2.39E+09
3121.1453,2.36E+09
3120.542,2.33E+09
3102.2395,2.29E+09
3075.0376,2.26E+09
3117.9478,2.23E+09
2917.5151,2.20E+09
2706.7898,2.16E+09
2628.8438,2.13E+09
2673.5376,2.10E+09
2669.1479,2.07E+09
2638.2673,2.04E+09
2559.5728,2.00E+09
2534.3186,1.97E+09
2533.885,1.94E+09
2505.6018,1.91E+09
2540.1685,1.87E+09
2543.2249,1.84E+09
2538.0093,1.81E+09
2516.3467,1.78E+09
2497.3599,1.74E+09
2499.2891,1.71E+09
2574.3838,1.68E+09
2576.9421,1.65E+09
2581.4702,1.61E+09
2558.8276,1.58E+09
2526.3315,1.55E+09
2536.8447,1.52E+09
2484.5847,1.49E+09
2432.9712,1.45E+09
2369.4246,1.42E+09
2297.2866,1.39E+09
2268.988,1.36E+09
2300.7058,1.32E+09
2328.8586,1.29E+09
2337.7236,1.26E+09
2364.9087,1.23E+09
2365.4668,1.19E+09
2346.2771,1.16E+09
2281.7161,1.13E+09
2313.0903,1.10E+09
2258.8118,1.07E+09
2235.8711,1.03E+09
2256.5876,1.00E+09
2303.0908,9.69E+08
2292.1997,9.36E+08
2320.0818,9.04E+08
2350.0618,8.72E+08
2336.2729,8.39E+08
2285.0237,8.07E+08
