ne(cm-2),Rxx(Ohm)
8.20809E+12,139.12717
8.20095E+12,139.9545
8.19382E+12,140.08376
8.18668E+12,142.52931
8.17955E+12,140.55725
8.17241E+12,148.04491
8.16528E+12,153.74652
8.15815E+12,153.43983
8.15101E+12,156.32495
8.14388E+12,156.51297
8.13674E+12,155.08389
8.12961E+12,151.64978
8.12247E+12,155.6846
8.11534E+12,159.93765
8.1082E+12,163.32135
8.10107E+12,165.51616
8.09394E+12,161.24237
8.0868E+12,169.20773
8.07967E+12,167.73535
8.07253E+12,173.14847
8.0654E+12,176.65614
8.05826E+12,181.13658
8.05113E+12,184.96263
8.044E+12,194.9287
8.03686E+12,200.86659
8.02973E+12,204.13055
8.02259E+12,205.48137
8.01546E+12,202.58322
8.00832E+12,199.87384
8.00119E+12,200.80273
7.99405E+12,206.47876
7.98692E+12,206.1902
7.97979E+12,208.84334
7.97265E+12,214.27728
7.96552E+12,218.8829
7.95838E+12,218.41322
7.95125E+12,229.70966
7.94411E+12,236.60602
7.93698E+12,241.97565
7.92985E+12,242.39716
7.92271E+12,240.35522
7.91558E+12,246.27245
7.90844E+12,246.81462
7.90131E+12,243.27194
7.89417E+12,251.03154
7.88704E+12,250.60201
7.8799E+12,248.28992
7.87277E+12,253.66577
7.86564E+12,245.84558
7.8585E+12,249.03633
7.85137E+12,251.69118
7.84423E+12,252.28291
7.8371E+12,252.53307
7.82996E+12,256.46921
7.82283E+12,251.20302
7.8157E+12,254.9156
7.80856E+12,261.43134
7.80143E+12,264.74258
7.79429E+12,259.07053
7.78716E+12,264.80762
7.78002E+12,256.2421
7.77289E+12,262.57861
7.76576E+12,260.14816
7.75862E+12,264.63025
7.75149E+12,265.2319
7.74435E+12,262.94879
7.73722E+12,257.20654
7.73008E+12,254.2206
7.72295E+12,253.96622
7.71581E+12,257.92343
7.70868E+12,260.34995
7.70155E+12,260.41809
7.69441E+12,261.70544
7.68728E+12,257.07596
7.68014E+12,257.7594
7.67301E+12,263.90448
7.66587E+12,272.16113
7.65874E+12,274.11157
7.65161E+12,280.33249
7.64447E+12,285.09412
7.63734E+12,285.40958
7.6302E+12,286.39066
7.62307E+12,286.37592
7.61593E+12,288.33298
7.6088E+12,297.81577
7.60166E+12,302.71323
7.59453E+12,312.04233
7.5874E+12,308.07013
7.58026E+12,301.87607
7.57313E+12,304.37607
7.56599E+12,297.68936
7.55886E+12,284.11032
7.55172E+12,289.98798
7.54459E+12,288.90573
7.53746E+12,286.81271
7.53032E+12,286.64313
7.52319E+12,278.31833
7.51605E+12,279.07974
7.50892E+12,270.61075
7.50178E+12,268.00107
7.49465E+12,268.84732
7.48751E+12,272.65366
7.48038E+12,266.92416
7.47325E+12,272.71741
7.46611E+12,276.95926
7.45898E+12,271.95227
7.45184E+12,269.04669
7.44471E+12,270.31931
7.43757E+12,279.38715
7.43044E+12,292.806
7.42331E+12,306.62695
7.41617E+12,314.09998
7.40904E+12,313.10535
7.4019E+12,310.34851
7.39477E+12,299.86798
7.38763E+12,300.94809
7.3805E+12,305.17758
7.37337E+12,313.28113
7.36623E+12,313.42001
7.3591E+12,314.6412
7.35196E+12,314.45242
7.34483E+12,328.66229
7.33769E+12,329.44849
7.33056E+12,342.12189
7.32342E+12,339.43781
7.31629E+12,339.75107
7.30916E+12,340.4346
7.30202E+12,355.11423
7.29489E+12,354.99316
7.28775E+12,353.42368
7.28062E+12,353.12784
7.27348E+12,359.96542
7.26635E+12,357.75934
7.25922E+12,353.15491
7.25208E+12,355.60788
7.24495E+12,353.29236
7.23781E+12,337.8204
7.23068E+12,340.27429
7.22354E+12,345.77118
7.21641E+12,344.67047
7.20927E+12,358.31476
7.20214E+12,368.08572
7.19501E+12,367.55466
7.18787E+12,369.0217
7.18074E+12,376.87711
7.1736E+12,372.78839
7.16647E+12,383.61417
7.15933E+12,389.27234
7.1522E+12,389.94415
7.14507E+12,400.89096
7.13793E+12,399.52246
7.1308E+12,407.14142
7.12366E+12,415.16888
7.11653E+12,417.62985
7.10939E+12,416.81763
7.10226E+12,402.67502
7.09512E+12,416.04596
7.08799E+12,409.57272
7.08086E+12,418.54456
7.07372E+12,421.00491
7.06659E+12,428.5434
7.05945E+12,427.24045
7.05232E+12,423.33072
7.04518E+12,444.36288
7.03805E+12,448.93045
7.03092E+12,458.72073
7.02378E+12,465.06308
7.01665E+12,459.95273
7.00951E+12,479.8046
7.00238E+12,502.13269
6.99524E+12,505.6676
6.98811E+12,502.98056
6.98098E+12,502.84985
6.97384E+12,499.52109
6.96671E+12,490.87738
6.95957E+12,493.66507
6.95244E+12,498.29819
6.9453E+12,485.80182
6.93817E+12,491.96246
6.93103E+12,486.53656
6.9239E+12,497.83032
6.91677E+12,495.16788
6.90963E+12,496.13248
6.9025E+12,512.19202
6.89536E+12,519.77325
6.88823E+12,518.46704
6.88109E+12,523.04944
6.87396E+12,525.60522
6.86683E+12,534.48853
6.85969E+12,546.82678
6.85256E+12,558.38837
6.84542E+12,573.47772
6.83829E+12,582.59821
6.83115E+12,591.40552
6.82402E+12,578.32611
6.81688E+12,577.24951
6.80975E+12,592.14911
6.80262E+12,601.70563
6.79548E+12,611.00513
6.78835E+12,628.5957
6.78121E+12,636.09644
6.77408E+12,611.93762
6.76694E+12,594.11963
6.75981E+12,589.12006
6.75268E+12,574.89758
6.74554E+12,571.79639
6.73841E+12,587.5885
6.73127E+12,592.02655
6.72414E+12,597.97864
6.717E+12,579.48328
6.70987E+12,570.91418
6.70273E+12,578.56329
6.6956E+12,591.16937
6.68847E+12,607.75378
6.68133E+12,604.78131
6.6742E+12,608.82489
6.66706E+12,607.81384
6.65993E+12,628.6593
6.65279E+12,651.65131
6.64566E+12,661.64459
6.63853E+12,666.42346
6.63139E+12,665.14691
6.62426E+12,656.02625
6.61712E+12,658.2464
6.60999E+12,648.99847
6.60285E+12,642.22473
6.59572E+12,641.23584
6.58859E+12,655.72211
6.58145E+12,678.08826
6.57432E+12,699.08759
6.56718E+12,731.86053
6.56005E+12,738.7179
6.55291E+12,713.31543
6.54578E+12,723.13177
6.53864E+12,703.29468
6.53151E+12,700.92749
6.52438E+12,691.47388
6.51724E+12,693.06274
6.51011E+12,700.10309
6.50297E+12,714.5105
6.49584E+12,715.81873
6.4887E+12,731.0473
6.48157E+12,769.33557
6.47444E+12,807.91565
6.4673E+12,822.71436
6.46017E+12,823.69629
6.45303E+12,816.52563
6.4459E+12,832.35132
6.43876E+12,837.13654
6.43163E+12,883.89075
6.42449E+12,896.22498
6.41736E+12,898.79327
6.41023E+12,880.6922
6.40309E+12,872.24457
6.39596E+12,867.45618
6.38882E+12,862.64185
6.38169E+12,856.11963
6.37455E+12,867.39502
6.36742E+12,863.69177
6.36029E+12,865.5144
6.35315E+12,872.48682
6.34602E+12,882.42053
6.33888E+12,906.1394
6.33175E+12,917.99823
6.32461E+12,906.54352
6.31748E+12,886.25378
6.31034E+12,845.13763
6.30321E+12,943.30597
6.29608E+12,978.92273
6.28894E+12,1000.6403
6.28181E+12,1005.905
6.27467E+12,1006.173
6.26754E+12,1018.6504
6.2604E+12,1028.8767
6.25327E+12,1040.5067
6.24614E+12,1040.8171
6.239E+12,1023.0955
6.23187E+12,1034.5565
6.22473E+12,1061.9382
6.2176E+12,1052.5338
6.21046E+12,1039.9436
6.20333E+12,1026.0781
6.1962E+12,1046.4558
6.18906E+12,1059.7524
6.18193E+12,1048.6735
6.17479E+12,1065.5509
6.16766E+12,1099.7843
6.16052E+12,1125.6019
6.15339E+12,1096.3766
6.14625E+12,1148.4352
6.13912E+12,1179.3514
6.13199E+12,1202.2079
6.12485E+12,1192.3232
6.11772E+12,1151.3667
6.11058E+12,1143.4574
6.10345E+12,1145.8777
6.09631E+12,1134.7854
6.08918E+12,1144.3695
6.08205E+12,1152.3057
6.07491E+12,1116.019
6.06778E+12,1121.7305
6.06064E+12,1112.8903
6.05351E+12,1111.5044
6.04637E+12,1119.4583
6.03924E+12,1129.7666
6.0321E+12,1199.7993
6.02497E+12,1266.4148
6.01784E+12,1278.5933
6.0107E+12,1317.7484
6.00357E+12,1328.2644
5.99643E+12,1276.2733
5.9893E+12,1312.7949
5.98216E+12,1323.8882
5.97503E+12,1338.472
5.9679E+12,1392.7645
5.96076E+12,1402.6637
5.95363E+12,1394.6492
5.94649E+12,1388.521
5.93936E+12,1393.1365
5.93222E+12,1398.912
5.92509E+12,1440.3914
5.91795E+12,1439.6494
5.91082E+12,1400.2621
5.90369E+12,1405.1921
5.89655E+12,1401.875
5.88942E+12,1398.1057
5.88228E+12,1412.1912
5.87515E+12,1442.2283
5.86801E+12,1421.5029
5.86088E+12,1439.947
5.85375E+12,1452.3241
5.84661E+12,1434.3682
5.83948E+12,1472.3197
5.83234E+12,1535.0945
5.82521E+12,1517.9147
5.81807E+12,1541.3798
5.81094E+12,1570.7695
5.8038E+12,1548.5664
5.79667E+12,1524.9658
5.78954E+12,1556.3624
5.7824E+12,1609.4087
5.77527E+12,1626.7134
5.76813E+12,1635.6487
5.761E+12,1648.1072
5.75386E+12,1652.7417
5.74673E+12,1696.3107
5.7396E+12,1725.3217
5.73246E+12,1718.2988
5.72533E+12,1708.2291
5.71819E+12,1748.5607
5.71106E+12,1729.5071
5.70392E+12,1728.1641
5.69679E+12,1711.0085
5.68966E+12,1801.7026
5.68252E+12,1866.1677
5.67539E+12,1870.9055
5.66825E+12,1917.5569
5.66112E+12,1970.4829
5.65398E+12,1904.2229
5.64685E+12,1864.1488
5.63971E+12,1861.339
5.63258E+12,1878.9545
5.62545E+12,1896.5739
5.61831E+12,1811.5815
5.61118E+12,1858.9573
5.60404E+12,1858.9573
5.59691E+12,1832.01
5.58977E+12,1799.6788
5.58264E+12,1770.9137
5.57551E+12,1819.8396
5.56837E+12,1925.8354
5.56124E+12,1924.7195
5.5541E+12,1894.4058
5.54697E+12,1970.5509
5.53983E+12,1981.2651
5.5327E+12,1975.4117
5.52556E+12,2015.5806
5.51843E+12,1997.6887
5.5113E+12,1961.52
5.50416E+12,1930.7325
5.49703E+12,1980.4226
5.48989E+12,1992.5773
5.48276E+12,1943.0309
5.47562E+12,1936.0449
5.46849E+12,2014.1588
5.46136E+12,2025.233
5.45422E+12,1956.1111
5.44709E+12,1935.3286
5.43995E+12,1923.6323
5.43282E+12,2084.0198
5.42568E+12,2129.8525
5.41855E+12,2087.2131
5.41141E+12,2207.6301
5.40428E+12,2387.7205
5.39715E+12,2449.6736
5.39001E+12,2337.1003
5.38288E+12,2161.6592
5.37574E+12,2058.707
5.36861E+12,2095.5527
5.36147E+12,2132.915
5.35434E+12,2085.5894
5.34721E+12,2023.0458
5.34007E+12,2029.1317
5.33294E+12,1948.2239
5.3258E+12,1963.1105
5.31867E+12,2077.6436
5.31153E+12,2091.2805
5.3044E+12,2083.332
5.29727E+12,2141.0376
5.29013E+12,2334.3069
5.283E+12,2368.073
5.27586E+12,2363.5063
5.26873E+12,2352.697
5.26159E+12,2434.4763
5.25446E+12,2317.1829
5.24732E+12,2300.0156
5.24019E+12,2379.8179
5.23306E+12,2461.3936
5.22592E+12,2358.9255
5.21879E+12,2242.2793
5.21165E+12,2228.8862
5.20452E+12,2232.7178
5.19738E+12,2331.9973
5.19025E+12,2394.0654
5.18312E+12,2509.9094
5.17598E+12,2578.6653
5.16885E+12,2693.5186
5.16171E+12,2822.7671
5.15458E+12,2864.2493
5.14744E+12,2934.7842
5.14031E+12,2867.5427
5.13317E+12,2657.6824
5.12604E+12,2483.6521
5.11891E+12,2368.4907
5.11177E+12,2394.6089
5.10464E+12,2409.9785
5.0975E+12,2406.6357
5.09037E+12,2527.2268
5.08323E+12,2636.0806
5.0761E+12,2668.54
5.06897E+12,2728.5562
5.06183E+12,2678.0393
5.0547E+12,2683.6418
5.04756E+12,2813.3875
5.04043E+12,2848.0837
5.03329E+12,2846.6062
5.02616E+12,2750.4548
5.01902E+12,2626.1887
5.01189E+12,2533.0303
5.00476E+12,2517.9595
4.99762E+12,2529.0352
4.99049E+12,2629.0112
4.98335E+12,2782.9905
4.97622E+12,2807.1804
4.96908E+12,3006.8264
4.96195E+12,3155.9919
4.95482E+12,3235.8428
4.94768E+12,3185.563
4.94055E+12,2821.5825
4.93341E+12,2804.075
4.92628E+12,2890.8518
4.91914E+12,2951.4324
4.91201E+12,2877.9478
4.90488E+12,3067.2751
4.89774E+12,3170.0479
4.89061E+12,3051.1934
4.88347E+12,2925.6184
4.87634E+12,2938.012
4.8692E+12,3044.7026
4.86207E+12,3070.3066
4.85493E+12,3108.0242
4.8478E+12,3257.3433
4.84067E+12,3219.4641
4.83353E+12,3217.5889
4.8264E+12,3185.7488
4.81926E+12,3105.3979
4.81213E+12,3530.0996
4.80499E+12,3770.2581
4.79786E+12,3838.5544
4.79073E+12,4118.2681
4.78359E+12,4227.7607
4.77646E+12,4035.1819
4.76932E+12,4096.126
4.76219E+12,3859.0647
4.75505E+12,4180.1191
4.74792E+12,4262.4199
4.74078E+12,4113.314
4.73365E+12,4081.8589
4.72652E+12,3691.1765
4.71938E+12,3461.9685
4.71225E+12,3432.2163
4.70511E+12,3594.0854
4.69798E+12,3780.2754
4.69084E+12,3800.2463
4.68371E+12,4072.4697
4.67658E+12,3634.8555
4.66944E+12,3754.5813
4.66231E+12,3949.7371
4.65517E+12,4027.4214
4.64804E+12,3896.572
4.6409E+12,3760.0183
4.63377E+12,3777.9709
4.62663E+12,4046.5308
4.6195E+12,3786.4602
4.61237E+12,3973.3879
4.60523E+12,3936.8582
4.5981E+12,4045.2212
4.59096E+12,4265.9526
4.58383E+12,4490.2104
4.57669E+12,4853.0405
4.56956E+12,4825.0312
4.56243E+12,4728.8662
4.55529E+12,4744.3916
4.54816E+12,5002.6436
4.54102E+12,5229.9976
4.53389E+12,5113.292
4.52675E+12,4909.522
4.51962E+12,4638.5874
4.51249E+12,4348.0596
4.50535E+12,4205.792
4.49822E+12,4733.2568
4.49108E+12,5137.5723
4.48395E+12,5204.3857
4.47681E+12,5785.585
4.46968E+12,5746.3159
4.46254E+12,5553.5186
4.45541E+12,5125.585
4.44828E+12,5101.1729
4.44114E+12,4920.3232
4.43401E+12,4435.5542
4.42687E+12,4801.1328
4.41974E+12,4454.4692
4.4126E+12,4568.0024
4.40547E+12,4498.1846
4.39834E+12,4447.5737
4.3912E+12,4241.2954
4.38407E+12,4241.9292
4.37693E+12,4354.8818
4.3698E+12,4593.3325
4.36266E+12,4566.6108
4.35553E+12,4472.9019
4.34839E+12,4851.6577
4.34126E+12,6250
4.33413E+12,7731.8696
4.32699E+12,8047.3208
4.31986E+12,9337.9395
4.31272E+12,9579.8721
4.30559E+12,9102.9922
4.29845E+12,8698.6738
4.29132E+12,8176.7397
4.28419E+12,8315.2305
4.27705E+12,7429.7183
4.26992E+12,7202.9229
4.26278E+12,6669.5332
4.25565E+12,6343.7842
4.24851E+12,6689.2554
4.24138E+12,6128.8101
4.23424E+12,6130.624
4.22711E+12,6464.8818
4.21998E+12,6523.8765
4.21284E+12,6773.0444
4.20571E+12,6090.5854
4.19857E+12,5170.4912
4.19144E+12,5123.9868
4.1843E+12,5534.874
4.17717E+12,6527.9658
4.17004E+12,6514.6367
4.1629E+12,6761.9482
4.15577E+12,7111.0854
4.14863E+12,6991.6875
4.1415E+12,6700.0776
4.13436E+12,6632.2744
4.12723E+12,7980.2354
4.1201E+12,7084.4849
4.11296E+12,7066.7739
4.10583E+12,7104.1338
4.09869E+12,7473.8198
4.09156E+12,7925.8374
4.08442E+12,7195.5229
4.07729E+12,7639.3228
4.07015E+12,7166.2651
4.06302E+12,7127.4424
4.05589E+12,7641.9282
4.04875E+12,8278.6729
4.04162E+12,7597.4229
4.03448E+12,7911.0425
4.02735E+12,9312.9346
4.02021E+12,10296.316
4.01308E+12,11049.932
4.00595E+12,11599.077
3.99881E+12,11446.763
3.99168E+12,11133.863
3.98454E+12,11009.326
3.97741E+12,11732.328
3.97027E+12,11746.168
3.96314E+12,11778.477
3.956E+12,10624.624
3.94887E+12,11216.836
3.94174E+12,9422.4287
3.9346E+12,9010.127
3.92747E+12,10391.797
3.92033E+12,10818.727
3.9132E+12,11479.672
3.90606E+12,10338.685
3.89893E+12,9260.1055
3.8918E+12,10713.164
3.88466E+12,11575.017
3.87753E+12,11195.877
3.87039E+12,11847.399
3.86326E+12,14240.049
3.85612E+12,15058.797
3.84899E+12,13030.499
3.84185E+12,12683.869
3.83472E+12,13411.69
3.82759E+12,13835.715
3.82045E+12,12072.233
3.81332E+12,11743.935
3.80618E+12,10968.44
3.79905E+12,11320.143
3.79191E+12,12940.929
3.78478E+12,11314.553
3.77765E+12,11682.498
3.77051E+12,10080.941
3.76338E+12,10664.164
3.75624E+12,11294.507
3.74911E+12,9471.7803
3.74197E+12,11344.696
3.73484E+12,13626.712
3.72771E+12,13337.306
3.72057E+12,13699.355
3.71344E+12,14563.201
3.7063E+12,15781.824
3.69917E+12,13878.801
3.69203E+12,12004.395
3.6849E+12,12615.071
3.67776E+12,13361.893
3.67063E+12,14382.512
3.6635E+12,13818.858
3.65636E+12,14251.865
3.64923E+12,15774.078
3.64209E+12,21238.334
3.63496E+12,18627.947
3.62782E+12,20149.123
3.62069E+12,20406.979
3.61356E+12,21211.207
3.60642E+12,21399.377
3.59929E+12,19686.439
3.59215E+12,15476.935
3.58502E+12,16914.812
3.57788E+12,17985.111
3.57075E+12,17478.785
3.56361E+12,18525.76
3.55648E+12,19702.516
3.54935E+12,19008.221
3.54221E+12,19121.807
3.53508E+12,19581.301
3.52794E+12,20469.102
3.52081E+12,24030.117
3.51367E+12,19694.438
3.50654E+12,24291.797
3.49941E+12,22785.826
3.49227E+12,26533.156
3.48514E+12,19875.312
3.478E+12,20032.871
3.47087E+12,14157.056
3.46373E+12,19327.684
3.4566E+12,19950.68
3.44946E+12,21645.207
3.44233E+12,24506.541
3.4352E+12,22969.984
3.42806E+12,27429.973
3.42093E+12,38239.648
3.41379E+12,33066.746
3.40666E+12,34125.531
3.39952E+12,27399.105
3.39239E+12,22363.221
3.38526E+12,28595.32
3.37812E+12,24557.186
3.37099E+12,13982.359
3.36385E+12,15482.466
3.35672E+12,15842.753
3.34958E+12,21894.344
3.34245E+12,16695.318
3.33532E+12,15890.149
3.32818E+12,23324.582
3.32105E+12,22286.564
3.31391E+12,32004.092
3.30678E+12,28427.795
3.29964E+12,24988.059
3.29251E+12,27663.738
3.28537E+12,23312.234
3.27824E+12,37062.508
3.27111E+12,39685.98
3.26397E+12,29290.713
3.25684E+12,33342.762
3.2497E+12,34789.23
3.24257E+12,30234.697
3.23543E+12,24109.348
3.2283E+12,24853.953
3.22117E+12,25870.662
3.21403E+12,23805.342
3.2069E+12,28202.723
3.19976E+12,40948.441
3.19263E+12,40039.633
3.18549E+12,41225.715
3.17836E+12,44476.535
3.17122E+12,47959.039
3.16409E+12,46079.391
3.15696E+12,54385.68
3.14982E+12,54716.918
3.14269E+12,90695.656
3.13555E+12,65080.988
3.12842E+12,80451.289
3.12128E+12,108642.5
3.11415E+12,80964.672
3.10702E+12,69100.266
3.09988E+12,55273.469
3.09275E+12,77401.758
3.08561E+12,71768.445
3.07848E+12,71976.984
3.07134E+12,85972.953
3.06421E+12,64046.523
3.05707E+12,58633.953
3.04994E+12,53092.746
3.04281E+12,66800.766
3.03567E+12,128489.69
3.02854E+12,115575.1
3.0214E+12,54570.035
3.01427E+12,74717.391
3.00713E+12,38592.379
3E+12,66770.695
