Rxx(Ohm),ne(cm-2)
384.94113,1.27997E+13
386.21161,1.27926E+13
390.62466,1.27854E+13
388.73627,1.27783E+13
385.37683,1.27712E+13
382.85413,1.27641E+13
387.68121,1.27569E+13
386.62262,1.27498E+13
390.6239,1.27427E+13
392.09656,1.27355E+13
388.72989,1.27284E+13
384.7146,1.27213E+13
390.62326,1.27142E+13
393.15686,1.2707E+13
390.83755,1.26999E+13
391.68298,1.26928E+13
392.1059,1.26856E+13
395.07239,1.26785E+13
395.49307,1.26714E+13
401.40701,1.26643E+13
398.88757,1.26571E+13
395.93564,1.265E+13
399.51361,1.26429E+13
396.56659,1.26357E+13
398.27603,1.26286E+13
399.96173,1.26215E+13
399.3295,1.26144E+13
393.81479,1.26072E+13
395.52344,1.26001E+13
397.63867,1.2593E+13
399.36682,1.25858E+13
400.45349,1.25787E+13
403.80182,1.25716E+13
402.74612,1.25645E+13
399.75424,1.25573E+13
404.19827,1.25502E+13
405.05402,1.25431E+13
406.15646,1.25359E+13
412.30313,1.25288E+13
412.06714,1.25217E+13
408.30273,1.25146E+13
405.96039,1.25074E+13
414.22824,1.25003E+13
413.85349,1.24932E+13
408.75839,1.2486E+13
410.63483,1.24789E+13
411.47498,1.24718E+13
404.4841,1.24647E+13
406.173,1.24575E+13
411.02753,1.24504E+13
413.00076,1.24433E+13
410.45459,1.24361E+13
408.49716,1.2429E+13
412.14804,1.24219E+13
413.84058,1.24148E+13
413.2135,1.24076E+13
407.052,1.24005E+13
405.16269,1.23934E+13
409.0116,1.23862E+13
408.59302,1.23791E+13
408.46054,1.2372E+13
402.61658,1.23649E+13
404.13013,1.23577E+13
407.33722,1.23506E+13
402.23532,1.23435E+13
405.63092,1.23363E+13
405.63092,1.23292E+13
404.98798,1.23221E+13
405.85721,1.23149E+13
404.55908,1.23078E+13
405.19376,1.23007E+13
401.35846,1.22936E+13
401.59601,1.22864E+13
407.77469,1.22793E+13
404.59253,1.22722E+13
402.24771,1.2265E+13
409.72867,1.22579E+13
411.02744,1.22508E+13
407.64703,1.22437E+13
417.74344,1.22365E+13
411.92078,1.22294E+13
408.72424,1.22223E+13
407.00092,1.22151E+13
408.91013,1.2208E+13
407.87189,1.22009E+13
408.29321,1.21938E+13
410.64191,1.21866E+13
410.85672,1.21795E+13
407.66544,1.21724E+13
408.44046,1.21652E+13
408.50827,1.21581E+13
408.37994,1.2151E+13
406.59521,1.21439E+13
408.11591,1.21367E+13
404.46002,1.21296E+13
409.3179,1.21225E+13
406.64801,1.21153E+13
408.86313,1.21082E+13
411.40067,1.21011E+13
411.46875,1.2094E+13
412.80789,1.20868E+13
419.48685,1.20797E+13
418.44803,1.20726E+13
417.62314,1.20654E+13
422.77707,1.20583E+13
420.42056,1.20512E+13
422.29065,1.20441E+13
423.24759,1.20369E+13
429.88126,1.20298E+13
427.10217,1.20227E+13
429.29507,1.20155E+13
429.38385,1.20084E+13
428.18777,1.20013E+13
427.16293,1.19942E+13
430.9274,1.1987E+13
428.90259,1.19799E+13
420.7247,1.19728E+13
422.55869,1.19656E+13
420.94333,1.19585E+13
420.10312,1.19514E+13
419.66626,1.19443E+13
422.2128,1.19371E+13
421.85049,1.193E+13
417.10541,1.19229E+13
422.48727,1.19157E+13
424.80869,1.19086E+13
425.61993,1.19015E+13
425.54257,1.18943E+13
426.41577,1.18872E+13
421.49936,1.18801E+13
419.93414,1.1873E+13
418.18384,1.18658E+13
423.19611,1.18587E+13
423.77826,1.18516E+13
427.39014,1.18444E+13
430.2131,1.18373E+13
431.08826,1.18302E+13
430.27405,1.18231E+13
429.35986,1.18159E+13
431.32962,1.18088E+13
423.32318,1.18017E+13
424.80197,1.17945E+13
422.28644,1.17874E+13
424.14499,1.17803E+13
423.26926,1.17732E+13
426.51541,1.1766E+13
423.92627,1.17589E+13
424.34543,1.17518E+13
425.61993,1.17446E+13
424.96399,1.17375E+13
427.82797,1.17304E+13
430.62802,1.17233E+13
434.10211,1.17161E+13
434.05209,1.1709E+13
436.41409,1.17019E+13
437.34268,1.16947E+13
444.76901,1.16876E+13
441.75693,1.16805E+13
440.85129,1.16734E+13
438.87714,1.16662E+13
440.1384,1.16591E+13
443.95221,1.1652E+13
443.82169,1.16448E+13
444.51971,1.16377E+13
440.02966,1.16306E+13
436.5162,1.16235E+13
434.44214,1.16163E+13
431.66241,1.16092E+13
432.02066,1.16021E+13
440.9921,1.15949E+13
438.18634,1.15878E+13
439.36945,1.15807E+13
443.72089,1.15736E+13
442.44443,1.15664E+13
439.20276,1.15593E+13
441.13364,1.15522E+13
441.70969,1.1545E+13
438.54053,1.15379E+13
436.99475,1.15308E+13
443.6792,1.15237E+13
444.66299,1.15165E+13
446.80533,1.15094E+13
448.32175,1.15023E+13
455.98669,1.14951E+13
448.42288,1.1488E+13
454.91986,1.14809E+13
457.13663,1.14738E+13
456.10211,1.14666E+13
450.05368,1.14595E+13
452.36261,1.14524E+13
447.35114,1.14452E+13
449.3862,1.14381E+13
446.68307,1.1431E+13
448.2403,1.14238E+13
451.30484,1.14167E+13
452.53699,1.14096E+13
454.31924,1.14025E+13
458.29919,1.13953E+13
468.52786,1.13882E+13
464.16183,1.13811E+13
466.43253,1.13739E+13
461.50674,1.13668E+13
461.56842,1.13597E+13
461.68994,1.13526E+13
459.34912,1.13454E+13
467.54352,1.13383E+13
467.13437,1.13312E+13
470.58694,1.1324E+13
466.55579,1.13169E+13
467.53882,1.13098E+13
465.51093,1.13027E+13
467.98502,1.12955E+13
471.76089,1.12884E+13
476.65652,1.12813E+13
473.38214,1.12741E+13
471.45499,1.1267E+13
468.20947,1.12599E+13
463.88431,1.12528E+13
460.72665,1.12456E+13
459.90518,1.12385E+13
469.11356,1.12314E+13
470.24112,1.12242E+13
467.57571,1.12171E+13
474.39743,1.121E+13
472.31854,1.12029E+13
465.76456,1.11957E+13
469.56683,1.11886E+13
471.36966,1.11815E+13
464.64621,1.11743E+13
466.03439,1.11672E+13
463.62634,1.11601E+13
462.73785,1.1153E+13
463.91165,1.11458E+13
460.84799,1.11387E+13
459.83893,1.11316E+13
458.59921,1.11244E+13
459.04196,1.11173E+13
457.6153,1.11102E+13
455.72913,1.11031E+13
457.31711,1.10959E+13
466.85263,1.10888E+13
468.29871,1.10817E+13
469.29559,1.10745E+13
474.4614,1.10674E+13
476.60007,1.10603E+13
471.15591,1.10532E+13
473.34158,1.1046E+13
479.60052,1.10389E+13
483.97815,1.10318E+13
479.93137,1.10246E+13
476.39459,1.10175E+13
475.10977,1.10104E+13
471.06842,1.10033E+13
474.4931,1.09961E+13
470.9816,1.0989E+13
474.34686,1.09819E+13
466.60352,1.09747E+13
467.15579,1.09676E+13
464.97485,1.09605E+13
462.59888,1.09533E+13
469.38809,1.09462E+13
469.79987,1.09391E+13
476.44479,1.0932E+13
