ne(cm-2),Rxx(Ohm)
8.02259E+12,49.005795
8.01546E+12,50.62682
8.00832E+12,51.17659
8.00119E+12,49.143204
7.99405E+12,46.4986
7.98692E+12,50.158768
7.97979E+12,49.689442
7.97265E+12,49.928288
7.96552E+12,53.275188
7.95838E+12,49.164772
7.95125E+12,51.893837
7.94411E+12,56.386314
7.93698E+12,58.968849
7.92985E+12,56.694962
7.92271E+12,56.211353
7.91558E+12,55.109001
7.90844E+12,53.636417
7.90131E+12,56.680294
7.89417E+12,55.803516
7.88704E+12,54.514198
7.8799E+12,52.98748
7.87277E+12,53.879467
7.86564E+12,52.047344
7.8585E+12,57.550705
7.85137E+12,56.26733
7.84423E+12,55.466808
7.8371E+12,58.883446
7.82996E+12,53.60067
7.82283E+12,57.034752
7.8157E+12,58.127625
7.80856E+12,60.475578
7.80143E+12,56.193401
7.79429E+12,51.902424
7.78716E+12,55.984585
7.78002E+12,54.298637
7.77289E+12,57.742855
7.76576E+12,56.947338
7.75862E+12,59.900417
7.75149E+12,63.165394
7.74435E+12,62.88192
7.73722E+12,63.757305
7.73008E+12,64.048531
7.72295E+12,62.536034
7.71581E+12,58.375637
7.70868E+12,59.791367
7.70155E+12,59.454586
7.69441E+12,58.557476
7.68728E+12,61.534084
7.68014E+12,60.124252
7.67301E+12,61.649071
7.66587E+12,61.188881
7.65874E+12,59.411018
7.65161E+12,61.67757
7.64447E+12,58.972412
7.63734E+12,64.412445
7.6302E+12,66.546829
7.62307E+12,67.535385
7.61593E+12,66.871895
7.6088E+12,70.250946
7.60166E+12,68.053757
7.59453E+12,68.633171
7.5874E+12,63.876602
7.58026E+12,63.650375
7.57313E+12,65.910683
7.56599E+12,62.895309
7.55886E+12,64.547585
7.55172E+12,67.67585
7.54459E+12,65.663445
7.53746E+12,65.884079
7.53032E+12,67.95916
7.52319E+12,64.76107
7.51605E+12,65.852539
7.50892E+12,65.134956
7.50178E+12,64.140533
7.49465E+12,62.748589
7.48751E+12,58.017139
7.48038E+12,61.520283
7.47325E+12,63.010059
7.46611E+12,64.390541
7.45898E+12,65.412109
7.45184E+12,70.135345
7.44471E+12,69.80735
7.43757E+12,69.210228
7.43044E+12,74.748077
7.42331E+12,71.535889
7.41617E+12,71.022598
7.40904E+12,71.947105
7.4019E+12,73.639427
7.39477E+12,72.065979
7.38763E+12,71.793297
7.3805E+12,76.422058
7.37337E+12,75.796059
7.36623E+12,75.759048
7.3591E+12,75.776009
7.35196E+12,79.754478
7.34483E+12,76.278946
7.33769E+12,79.221169
7.33056E+12,83.475235
7.32342E+12,81.450684
7.31629E+12,82.595848
7.30916E+12,82.905502
7.30202E+12,90.52462
7.29489E+12,93.933281
7.28775E+12,90.231941
7.28062E+12,95.605057
7.27348E+12,91.496353
7.26635E+12,94.604042
7.25922E+12,89.654533
7.25208E+12,90.830002
7.24495E+12,87.711617
7.23781E+12,87.842453
7.23068E+12,88.672173
7.22354E+12,91.763092
7.21641E+12,91.740494
7.20927E+12,96.591675
7.20214E+12,101.9942
7.19501E+12,100.25958
7.18787E+12,101.50913
7.18074E+12,109.03009
7.1736E+12,110.11254
7.16647E+12,115.69075
7.15933E+12,112.88265
7.1522E+12,112.99479
7.14507E+12,110.42006
7.13793E+12,112.27176
7.1308E+12,111.74685
7.12366E+12,122.81777
7.11653E+12,128.0827
7.10939E+12,130.14494
7.10226E+12,123.54757
7.09512E+12,118.71014
7.08799E+12,121.42915
7.08086E+12,130.79205
7.07372E+12,125.78812
7.06659E+12,131.77229
7.05945E+12,121.64153
7.05232E+12,125.00777
7.04518E+12,130.59967
7.03805E+12,137.74187
7.03092E+12,142.33202
7.02378E+12,149.58916
7.01665E+12,151.1144
7.00951E+12,154.39996
7.00238E+12,158.8298
6.99524E+12,164.82317
6.98811E+12,158.23618
6.98098E+12,144.50345
6.97384E+12,153.19829
6.96671E+12,154.02647
6.95957E+12,156.91716
6.95244E+12,158.89494
6.9453E+12,154.24496
6.93817E+12,158.85823
6.93103E+12,164.75269
6.9239E+12,170.11081
6.91677E+12,167.73936
6.90963E+12,181.63786
6.9025E+12,179.9176
6.89536E+12,180.09705
6.88823E+12,180.25681
6.88109E+12,182.03871
6.87396E+12,186.21098
6.86683E+12,198.65894
6.85969E+12,204.12326
6.85256E+12,207.29604
6.84542E+12,208.68391
6.83829E+12,202.49034
6.83115E+12,194.78069
6.82402E+12,188.15773
6.81688E+12,199.73492
6.80975E+12,206.39227
6.80262E+12,203.16069
6.79548E+12,200.76253
6.78835E+12,211.61548
6.78121E+12,222.93655
6.77408E+12,217.91248
6.76694E+12,222.8429
6.75981E+12,219.92905
6.75268E+12,217.78549
6.74554E+12,222.69438
6.73841E+12,222.66208
6.73127E+12,225.36188
6.72414E+12,235.87305
6.717E+12,226.44319
6.70987E+12,226.90451
6.70273E+12,235.02437
6.6956E+12,247.67091
6.68847E+12,265.63358
6.68133E+12,272.10721
6.6742E+12,272.05954
6.66706E+12,275.90616
6.65993E+12,282.89813
6.65279E+12,294.54312
6.64566E+12,298.01886
6.63853E+12,309.64801
6.63139E+12,314.16324
6.62426E+12,310.4502
6.61712E+12,305.16061
6.60999E+12,308.87671
6.60285E+12,316.62265
6.59572E+12,321.97147
6.58859E+12,316.73676
6.58145E+12,327.09775
6.57432E+12,350.22391
6.56718E+12,369.8992
6.56005E+12,385.26447
6.55291E+12,383.59738
6.54578E+12,385.7869
6.53864E+12,375.92545
6.53151E+12,377.07956
6.52438E+12,375.90723
6.51724E+12,376.68301
6.51011E+12,384.38617
6.50297E+12,397.19186
6.49584E+12,405.20981
6.4887E+12,428.49017
6.48157E+12,452.43271
6.47444E+12,464.33218
6.4673E+12,483.42874
6.46017E+12,492.77655
6.45303E+12,502.15967
6.4459E+12,496.01831
6.43876E+12,487.50995
6.43163E+12,513.61377
6.42449E+12,530.54041
6.41736E+12,526.9671
6.41023E+12,516.75861
6.40309E+12,508.25732
6.39596E+12,521.53552
6.38882E+12,542.41949
6.38169E+12,555.00317
6.37455E+12,560.41748
6.36742E+12,545.2879
6.36029E+12,546.07623
6.35315E+12,567.98645
6.34602E+12,582.29492
6.33888E+12,584.9928
6.33175E+12,580.09418
6.32461E+12,588.25897
6.31748E+12,601.81879
6.31034E+12,672.09741
6.30321E+12,659.99396
6.29608E+12,673.37726
6.28894E+12,676.83929
6.28181E+12,694.31927
6.27467E+12,689.22284
6.26754E+12,666.26117
6.2604E+12,683.52466
6.25327E+12,689.00427
6.24614E+12,685.24268
6.239E+12,701.62543
6.23187E+12,694.80048
6.22473E+12,705.05292
6.2176E+12,725.77679
6.21046E+12,728.50983
6.20333E+12,713.20264
6.1962E+12,709.43768
6.18906E+12,720.59601
6.18193E+12,741.17096
6.17479E+12,756.67133
6.16766E+12,760.75391
6.16052E+12,811.20569
6.15339E+12,786.96375
6.14625E+12,797.0448
6.13912E+12,820.6153
6.13199E+12,832.41083
6.12485E+12,835.63
6.11772E+12,836.62042
6.11058E+12,835.92529
6.10345E+12,813.5224
6.09631E+12,830.53912
6.08918E+12,838.11884
6.08205E+12,819.84149
6.07491E+12,827.02112
6.06778E+12,844.06195
6.06064E+12,814.95715
6.05351E+12,822.43463
6.04637E+12,825.55963
6.03924E+12,843.09308
6.0321E+12,861.46704
6.02497E+12,946.00305
6.01784E+12,963.01611
6.0107E+12,974.42651
6.00357E+12,952.50903
5.99643E+12,952.11829
5.9893E+12,1014.3013
5.98216E+12,1044.2395
5.97503E+12,1057.1274
5.9679E+12,1081.926
5.96076E+12,1082.1193
5.95363E+12,1073.3303
5.94649E+12,1087.453
5.93936E+12,1107.1499
5.93222E+12,1126.635
5.92509E+12,1155.2485
5.91795E+12,1197.2517
5.91082E+12,1159.1348
5.90369E+12,1130.8719
5.89655E+12,1132.837
5.88942E+12,1154.3198
5.88228E+12,1184.3259
5.87515E+12,1174.1765
5.86801E+12,1138.3926
5.86088E+12,1192.6127
5.85375E+12,1171.6812
5.84661E+12,1160.7338
5.83948E+12,1203.0092
5.83234E+12,1216.349
5.82521E+12,1230.8617
5.81807E+12,1266.6458
5.81094E+12,1305.1333
5.8038E+12,1313.9963
5.79667E+12,1290.3386
5.78954E+12,1265.939
5.7824E+12,1292.6941
5.77527E+12,1290.2012
5.76813E+12,1339.252
5.761E+12,1355.6349
5.75386E+12,1404.3605
5.74673E+12,1472.3254
5.7396E+12,1529.2435
5.73246E+12,1470.0031
5.72533E+12,1454.2528
5.71819E+12,1479.225
5.71106E+12,1482.821
5.70392E+12,1515.5896
5.69679E+12,1503.8304
5.68966E+12,1572.0708
5.68252E+12,1599.9526
5.67539E+12,1656.4585
5.66825E+12,1784.4381
5.66112E+12,1725.5704
5.65398E+12,1616.8938
5.64685E+12,1574.3097
5.63971E+12,1629.2926
5.63258E+12,1705.0424
5.62545E+12,1652.1095
5.61831E+12,1576.4048
5.61118E+12,1631.4305
5.60404E+12,1600.098
5.59691E+12,1598.0952
5.58977E+12,1554.7404
5.58264E+12,1624.0154
5.57551E+12,1686.989
5.56837E+12,1769.0562
5.56124E+12,1771.8741
5.5541E+12,1713.0592
5.54697E+12,1752.6873
5.53983E+12,1821.8556
5.5327E+12,1895.7649
5.52556E+12,1832.3191
5.51843E+12,1835.9474
5.5113E+12,1881.8011
5.50416E+12,1908.4083
5.49703E+12,1929.6042
5.48989E+12,1873.913
5.48276E+12,1865.0796
5.47562E+12,1895.49
5.46849E+12,1943.4664
5.46136E+12,1952.551
5.45422E+12,1901.2366
5.44709E+12,1894.4041
5.43995E+12,1808.9348
5.43282E+12,1839.512
5.42568E+12,1982.1892
5.41855E+12,2136.4473
5.41141E+12,2277.2932
5.40428E+12,2354.4443
5.39715E+12,2366.4683
5.39001E+12,2210.8074
5.38288E+12,2028.5651
5.37574E+12,2023.2816
5.36861E+12,2044.2002
5.36147E+12,1995.2689
5.35434E+12,1954.0657
5.34721E+12,1989.9518
5.34007E+12,1821.4855
5.33294E+12,1806.934
5.3258E+12,1876.749
5.31867E+12,2042.8636
5.31153E+12,2209.3813
5.3044E+12,2144.3096
5.29727E+12,2203.949
5.29013E+12,2423.02
5.283E+12,2378.7842
5.27586E+12,2421.3042
5.26873E+12,2499.7793
5.26159E+12,2405.7478
5.25446E+12,2351.5928
5.24732E+12,2270.9407
5.24019E+12,2365.3677
5.23306E+12,2506.3215
5.22592E+12,2424.29
5.21879E+12,2450.7646
5.21165E+12,2439.2271
5.20452E+12,2573.1113
5.19738E+12,2505.6885
5.19025E+12,2506.7437
5.18312E+12,2498.4966
5.17598E+12,2624.321
5.16885E+12,2701.377
5.16171E+12,2764.7551
5.15458E+12,2783.2507
5.14744E+12,2857.0283
5.14031E+12,2724.843
5.13317E+12,2490.3293
5.12604E+12,2388.166
5.11891E+12,2323.3303
5.11177E+12,2499.7407
5.10464E+12,2631.8447
5.0975E+12,2637.1228
5.09037E+12,2647.7002
5.08323E+12,2706.0981
5.0761E+12,2793.4453
5.06897E+12,2893.0781
5.06183E+12,3070.4829
5.0547E+12,3155.2344
5.04756E+12,3123.6892
5.04043E+12,3236.106
5.03329E+12,2983.6418
5.02616E+12,2785.1809
5.01902E+12,2908.4902
5.01189E+12,2853.375
5.00476E+12,2980.3826
4.99762E+12,2889.2034
4.99049E+12,2718.8384
4.98335E+12,2523.762
4.97622E+12,2556.175
4.96908E+12,2783.9045
4.96195E+12,3239.8472
4.95482E+12,3674.3572
4.94768E+12,3666.4451
4.94055E+12,3159.2959
4.93341E+12,3017.3875
4.92628E+12,2947.5654
4.91914E+12,2965.0198
4.91201E+12,2962.3247
4.90488E+12,3005.1335
4.89774E+12,3252.6455
4.89061E+12,2996.554
4.88347E+12,2862.2058
4.87634E+12,3099.9363
4.8692E+12,3220.7632
4.86207E+12,3144.7827
4.85493E+12,3327.4299
4.8478E+12,3603.8333
4.84067E+12,4000.583
4.83353E+12,3895.8977
4.8264E+12,3958.1736
4.81926E+12,3690.9951
4.81213E+12,3914.4861
4.80499E+12,4187.2402
4.79786E+12,4556.9814
4.79073E+12,4890.8765
4.78359E+12,4644.9746
4.77646E+12,4125.394
4.76932E+12,3888.0828
4.76219E+12,3935.1338
4.75505E+12,4388.4614
4.74792E+12,4529.9946
4.74078E+12,4534.4717
4.73365E+12,4713.2573
4.72652E+12,4321.4492
4.71938E+12,3624.7488
4.71225E+12,3482.0593
4.70511E+12,3655.3428
4.69798E+12,3869.9763
4.69084E+12,4107.3604
4.68371E+12,4231.7949
4.67658E+12,4071.9539
4.66944E+12,4097.728
4.66231E+12,4452.0811
4.65517E+12,4612.3716
4.64804E+12,4578.626
4.6409E+12,4317.4902
4.63377E+12,4204.0806
4.62663E+12,4084.1306
4.6195E+12,4174.8477
4.61237E+12,4516.9072
4.60523E+12,4305.3726
4.5981E+12,4211.0029
4.59096E+12,4157.3896
4.58383E+12,4460.0005
4.57669E+12,4612.1714
4.56956E+12,5027.1968
4.56243E+12,5218.7363
4.55529E+12,5512.4155
4.54816E+12,5282.3481
4.54102E+12,5452.7988
4.53389E+12,5593.0991
4.52675E+12,5194.8442
4.51962E+12,4896.9673
4.51249E+12,5109.4336
4.50535E+12,4865.0317
4.49822E+12,5451.0542
4.49108E+12,5823.5483
4.48395E+12,6766.9712
4.47681E+12,6863.751
4.46968E+12,6194.2993
4.46254E+12,6136.3784
4.45541E+12,5338.9517
4.44828E+12,5083.084
4.44114E+12,5421.1807
4.43401E+12,5195.5537
4.42687E+12,5963.6167
4.41974E+12,5566.7354
4.4126E+12,6330.9868
4.40547E+12,5213.2344
4.39834E+12,4872.3198
4.3912E+12,4822.4932
4.38407E+12,4811.9673
4.37693E+12,4729.5264
4.3698E+12,5057.833
4.36266E+12,5331.4741
4.35553E+12,5069.9473
4.34839E+12,5596.4629
4.34126E+12,7782.2534
4.33413E+12,9210.6416
4.32699E+12,9788.7832
4.31986E+12,10739.495
4.31272E+12,10647.279
4.30559E+12,9788.7891
4.29845E+12,9447.8037
4.29132E+12,10533.09
4.28419E+12,9921.71
4.27705E+12,8382.5977
4.26992E+12,8245.0752
4.26278E+12,7073.6963
4.25565E+12,7447.7939
4.24851E+12,7531.2158
4.24138E+12,6476.5278
4.23424E+12,6487.2998
4.22711E+12,6908.2026
4.21998E+12,7660.9727
4.21284E+12,7488.5059
4.20571E+12,6714.02
4.19857E+12,6259.4707
4.19144E+12,5751.4487
4.1843E+12,6669.5762
4.17717E+12,7653.7461
4.17004E+12,7649.2852
4.1629E+12,8345.6582
4.15577E+12,8547.9941
4.14863E+12,8718.3701
4.1415E+12,8004.2993
4.13436E+12,8452.3105
4.12723E+12,7850.9233
4.1201E+12,7257.938
4.11296E+12,6600.8906
4.10583E+12,6951.1294
4.09869E+12,8036.2979
4.09156E+12,8088.4839
4.08442E+12,8419.7822
4.07729E+12,8022.8818
4.07015E+12,7270.6396
4.06302E+12,7380.7241
4.05589E+12,8791.7656
4.04875E+12,9494.7559
4.04162E+12,9127.6768
4.03448E+12,10071.524
4.02735E+12,11852.694
4.02021E+12,10799.26
4.01308E+12,10716.11
4.00595E+12,11475.357
3.99881E+12,13455.426
3.99168E+12,13273.188
3.98454E+12,11774.575
3.97741E+12,14988.188
3.97027E+12,14159.932
3.96314E+12,11222.873
3.956E+12,9823.2627
3.94887E+12,10825.16
3.94174E+12,12031.977
3.9346E+12,11978.723
3.92747E+12,11825.837
3.92033E+12,13417.012
3.9132E+12,12217.94
3.90606E+12,11138.617
3.89893E+12,11032.772
3.8918E+12,11957.677
3.88466E+12,12292.611
3.87753E+12,11172.048
3.87039E+12,11949.8
3.86326E+12,12833.384
3.85612E+12,14354.092
3.84899E+12,14590.909
3.84185E+12,16434.016
3.83472E+12,15765.512
3.82759E+12,17918.031
3.82045E+12,16483.701
3.81332E+12,13385.93
3.80618E+12,12793.385
3.79905E+12,11429.167
3.79191E+12,13999.601
3.78478E+12,12815.565
3.77765E+12,12177.932
3.77051E+12,11488.759
3.76338E+12,14614.062
3.75624E+12,13810.319
3.74911E+12,11559.019
3.74197E+12,15584.041
3.73484E+12,17218.676
3.72771E+12,19309.635
3.72057E+12,16436.729
3.71344E+12,17856.109
3.7063E+12,20033.627
3.69917E+12,14268.172
3.69203E+12,16451.289
3.6849E+12,17917.576
3.67776E+12,19644.799
3.67063E+12,19013.963
3.6635E+12,20223.092
3.65636E+12,19416.379
3.64923E+12,24855.822
3.64209E+12,29001.588
3.63496E+12,26659.27
3.62782E+12,28278.459
3.62069E+12,25439.98
3.61356E+12,24041.324
3.60642E+12,26162.264
3.59929E+12,20794.438
3.59215E+12,15971.085
3.58502E+12,21370.963
3.57788E+12,24770.986
3.57075E+12,22128.078
3.56361E+12,24123.229
3.55648E+12,24665.201
3.54935E+12,30434.127
3.54221E+12,26684.59
3.53508E+12,26416.332
3.52794E+12,30669.326
3.52081E+12,35017.645
3.51367E+12,25423.291
3.50654E+12,28335.189
3.49941E+12,28601.795
3.49227E+12,30474.064
3.48514E+12,19952.289
3.478E+12,25579.049
3.47087E+12,20795.172
3.46373E+12,31922.371
3.4566E+12,26429.232
3.44946E+12,26968.301
3.44233E+12,30535.607
3.4352E+12,34956.91
3.42806E+12,50159.656
3.42093E+12,53752.367
3.41379E+12,32076.021
3.40666E+12,40866.266
3.39952E+12,25375.455
3.39239E+12,27783.408
3.38526E+12,40507.199
3.37812E+12,21955.15
3.37099E+12,15795.237
3.36385E+12,14672.707
3.35672E+12,20005.717
3.34958E+12,25598.898
3.34245E+12,22979.768
3.33532E+12,22753.691
3.32818E+12,33842.117
3.32105E+12,32633.98
3.31391E+12,39963.645
3.30678E+12,46803.691
3.29964E+12,35692.168
3.29251E+12,42677.172
3.28537E+12,35326.852
3.27824E+12,46110.004
3.27111E+12,59552.961
3.26397E+12,39202.199
3.25684E+12,40603.199
3.2497E+12,34685.289
3.24257E+12,32853.793
3.23543E+12,28943.695
3.2283E+12,30343.855
3.22117E+12,20087.49
3.21403E+12,37592.164
3.2069E+12,54114.211
3.19976E+12,68997.016
3.19263E+12,62320.723
3.18549E+12,48368.398
3.17836E+12,33824.973
3.17122E+12,50714.277
3.16409E+12,59228.516
3.15696E+12,68036.055
3.14982E+12,75528.203
3.14269E+12,144932.52
3.13555E+12,101722.34
3.12842E+12,143395.05
3.12128E+12,129872.41
3.11415E+12,110173.84
3.10702E+12,137951.91
3.09988E+12,59134.492
3.09275E+12,98823.195
3.08561E+12,112607.16
3.07848E+12,186969.52
3.07134E+12,197901.27
3.06421E+12,111368.98
3.05707E+12,95360.891
3.04994E+12,65894.617
3.04281E+12,84182.453
3.03567E+12,233105.09
3.02854E+12,168055.98
3.0214E+12,152815.03
3.01427E+12,134787.64
3.00713E+12,66875.148
3E+12,116239.17
