Rxx(Ohm),ne(cm-2)
0.61861753,1.28E+13
0.30874756,1.28E+13
0.36276039,1.28E+13
1.0974119,1.27E+13
1.1056397,1.27E+13
1.0565398,1.27E+13
1.2793345,1.27E+13
0.32263249,1.26E+13
0.05387212,1.26E+13
0.3729279,1.26E+13
0.85454702,1.26E+13
1.1633043,1.26E+13
0.15890618,1.25E+13
0.054626618,1.25E+13
1.6796336,1.25E+13
0.26212907,1.25E+13
0.15753143,1.25E+13
1.0562049,1.24E+13
0.48654047,1.24E+13
0.43017235,1.24E+13
0.26676026,1.24E+13
0.000574738,1.24E+13
1.3992028,1.23E+13
0.42745793,1.23E+13
0.47879431,1.23E+13
0.74462384,1.23E+13
0.42730311,1.22E+13
0.42871696,1.22E+13
0.26949072,1.22E+13
0.42640179,1.22E+13
0.42789707,1.22E+13
0.21473248,1.21E+13
0.00264435,1.21E+13
0.3781409,1.21E+13
1.3248497,1.21E+13
0.10635579,1.21E+13
0.10428333,1.20E+13
0.054334223,1.20E+13
0.48360056,1.20E+13
0.53290594,1.20E+13
1.388316,1.19E+13
0.79834616,1.19E+13
0.10163984,1.19E+13
0.47240421,1.19E+13
0.36376187,1.19E+13
0.31427848,1.18E+13
0.74266332,1.18E+13
0.47517967,1.18E+13
0.47618842,1.18E+13
1.0634717,1.18E+13
0.84813541,1.17E+13
0.16082202,1.17E+13
0.37025285,1.17E+13
0.37255418,1.17E+13
0.8045513,1.16E+13
0.32194486,1.16E+13
0.050865609,1.16E+13
1.6693851,1.16E+13
0.43333474,1.16E+13
1.3251358,1.15E+13
0.63777643,1.15E+13
0.8540436,1.15E+13
0.000152936,1.15E+13
0.16068107,1.15E+13
0.05880928,1.14E+13
0.42756402,1.14E+13
0.2688655,1.14E+13
0.43642265,1.14E+13
0.48927477,1.13E+13
1.5806632,1.13E+13
1.2482189,1.13E+13
0.10943986,1.13E+13
0.32634616,1.13E+13
0.86514717,1.12E+13
0.43251279,1.12E+13
1.1405694,1.12E+13
1.2524352,1.12E+13
0.43563679,1.12E+13
0.27047616,1.11E+13
0.32116729,1.11E+13
0.74471951,1.11E+13
0.053429604,1.11E+13
0.48316848,1.10E+13
0.000278701,1.10E+13
0.1623138,1.10E+13
0.60587978,1.10E+13
1.094547,1.10E+13
1.1489916,1.09E+13
0.21821639,1.09E+13
1.0320441,1.09E+13
0.44088629,1.09E+13
0.44325855,1.09E+13
0.062212322,1.08E+13
0.33628443,1.08E+13
1.0152422,1.08E+13
0.2257005,1.08E+13
0.17265645,1.07E+13
0.001543641,1.07E+13
0.67073768,1.07E+13
0.43914127,1.07E+13
0.3841818,1.07E+13
0.27481022,1.06E+13
0.8857879,1.06E+13
1.0544035,1.06E+13
1.2127898,1.06E+13
0.82473022,1.06E+13
0.55262101,1.05E+13
0.22190394,1.05E+13
0.88601315,1.05E+13
0.44630131,1.05E+13
0.54619604,1.04E+13
0.81862664,1.04E+13
0.002244512,1.04E+13
0.8145985,1.04E+13
1.1959957,1.04E+13
0.05156206,1.03E+13
0.055561855,1.03E+13
1.0431931,1.03E+13
0.27713534,1.03E+13
0.27482399,1.03E+13
0.1601115,1.02E+13
1.3233566,1.02E+13
0.054774929,1.02E+13
1.0023594,1.02E+13
0.3952235,1.01E+13
0.33290175,1.01E+13
0.11284729,1.01E+13
1.2863969,1.01E+13
0.83960468,1.01E+13
1.1237472,1.00E+13
0.27646485,1.00E+13
0.060394544,1.00E+13
0.85296816,9.97E+12
0.34106031,9.95E+12
1.1390334,9.93E+12
1.64981,9.91E+12
0.84535623,9.89E+12
0.44778368,9.87E+12
0.053545337,9.85E+12
0.22116074,9.82E+12
0.66446805,9.80E+12
0.38839948,9.78E+12
1.4990877,9.76E+12
0.60587233,9.74E+12
0.71785641,9.72E+12
1.9426614,9.70E+12
1.688776,9.68E+12
1.1278358,9.65E+12
0.22573513,9.63E+12
0.62338644,9.61E+12
0.058344275,9.59E+12
0.34681085,9.57E+12
1.4185604,9.55E+12
1.1895982,9.53E+12
0.33883727,9.50E+12
0.227152,9.48E+12
1.8464589,9.46E+12
2.533138,9.44E+12
0.44906491,9.42E+12
1.2412007,9.40E+12
0.5672456,9.38E+12
0.17125197,9.35E+12
1.2064767,9.33E+12
0.34279704,9.31E+12
0.28682154,9.29E+12
0.98246247,9.27E+12
0.34426156,9.25E+12
0.1729655,9.23E+12
0.059480082,9.20E+12
0.4013457,9.18E+12
1.029986,9.16E+12
1.0226505,9.14E+12
0.001616359,9.12E+12
0.684654,9.10E+12
1.0927305,9.08E+12
1.2716469,9.05E+12
1.0470687,9.03E+12
0.58206445,9.01E+12
0.28900251,8.99E+12
1.0534412,8.97E+12
1.4593748,8.95E+12
0.82388806,8.93E+12
1.8140457,8.90E+12
0.70675814,8.88E+12
