Rxx(Ohm),ne(cm-2)
197.94231,1.28E+13
197.8895,1.28E+13
200.42029,1.28E+13
202.73746,1.27E+13
208.66454,1.27E+13
209.21678,1.27E+13
208.35205,1.27E+13
210.83791,1.26E+13
212.25819,1.26E+13
211.3562,1.26E+13
208.04768,1.26E+13
208.85477,1.26E+13
211.29202,1.25E+13
215.52856,1.25E+13
218.08916,1.25E+13
216.26064,1.25E+13
216.40314,1.25E+13
217.87215,1.24E+13
221.63101,1.24E+13
220.15187,1.24E+13
217.33022,1.24E+13
217.26021,1.24E+13
217.26236,1.23E+13
218.73404,1.23E+13
218.78189,1.23E+13
217.36206,1.23E+13
223.88853,1.22E+13
222.92737,1.22E+13
227.2906,1.22E+13
228.29346,1.22E+13
226.88889,1.22E+13
231.21219,1.21E+13
229.61285,1.21E+13
229.47577,1.21E+13
229.56073,1.21E+13
227.97398,1.21E+13
229.79459,1.20E+13
233.96022,1.20E+13
234.14969,1.20E+13
234.11124,1.20E+13
233.11252,1.19E+13
229.59358,1.19E+13
228.98891,1.19E+13
226.15431,1.19E+13
229.30772,1.19E+13
229.25931,1.18E+13
230.12672,1.18E+13
231.09653,1.18E+13
229.76106,1.18E+13
232.6203,1.18E+13
240.28467,1.17E+13
248.65224,1.17E+13
248.36746,1.17E+13
252.8539,1.17E+13
248.08902,1.16E+13
245.05992,1.16E+13
244.64285,1.16E+13
243.42781,1.16E+13
245.2274,1.16E+13
255.22243,1.15E+13
261.65176,1.15E+13
259.55188,1.15E+13
256.70807,1.15E+13
251.57332,1.15E+13
256.56448,1.14E+13
261.7977,1.14E+13
269.31012,1.14E+13
270.34879,1.14E+13
273.38834,1.13E+13
277.92126,1.13E+13
282.29767,1.13E+13
274.22375,1.13E+13
269.23441,1.13E+13
269.1257,1.12E+13
276.85434,1.12E+13
278.11203,1.12E+13
272.91101,1.12E+13
268.02661,1.12E+13
270.22968,1.11E+13
271.88123,1.11E+13
276.00104,1.11E+13
283.89462,1.11E+13
284.41119,1.10E+13
283.90265,1.10E+13
284.79462,1.10E+13
287.70813,1.10E+13
287.7493,1.10E+13
286.93234,1.09E+13
290.2612,1.09E+13
294.95816,1.09E+13
304.63248,1.09E+13
310.57355,1.09E+13
307.8118,1.08E+13
297.52762,1.08E+13
297.52289,1.08E+13
299.18674,1.08E+13
302.35098,1.07E+13
304.56668,1.07E+13
318.23459,1.07E+13
334.08765,1.07E+13
334.71857,1.07E+13
332.50168,1.06E+13
331.03937,1.06E+13
335.52164,1.06E+13
337.61322,1.06E+13
333.80081,1.06E+13
334.23746,1.05E+13
329.64914,1.05E+13
325.06082,1.05E+13
327.21661,1.05E+13
335.12109,1.04E+13
338.51315,1.04E+13
341.46069,1.04E+13
336.28214,1.04E+13
342.76462,1.04E+13
340.29883,1.03E+13
338.88242,1.03E+13
346.35956,1.03E+13
338.98447,1.03E+13
338.09821,1.03E+13
332.51205,1.02E+13
336.59146,1.02E+13
337.42215,1.02E+13
341.44229,1.02E+13
342.65491,1.01E+13
342.78394,1.01E+13
350.72385,1.01E+13
351.17044,1.01E+13
363.31009,1.01E+13
364.88281,1.00E+13
353.51761,1.00E+13
360.71484,1.00E+13
369.49399,9.97E+12
376.70728,9.95E+12
376.95557,9.93E+12
373.14215,9.91E+12
373.48059,9.89E+12
379.45612,9.87E+12
387.79385,9.85E+12
393.12064,9.82E+12
396.68738,9.80E+12
386.8382,9.78E+12
382.37555,9.76E+12
381.70181,9.74E+12
384.13297,9.72E+12
391.03622,9.70E+12
398.07718,9.68E+12
396.94745,9.65E+12
401.59015,9.63E+12
411.26614,9.61E+12
419.95486,9.59E+12
423.62738,9.57E+12
414.83725,9.55E+12
416.00037,9.53E+12
421.26938,9.50E+12
431.58221,9.48E+12
420.03436,9.46E+12
416.61078,9.44E+12
420.5448,9.42E+12
413.96967,9.40E+12
421.98795,9.38E+12
428.00333,9.35E+12
429.23221,9.33E+12
428.09027,9.31E+12
427.99966,9.29E+12
425.46381,9.27E+12
423.95663,9.25E+12
424.867,9.23E+12
432.43588,9.20E+12
426.64481,9.18E+12
432.48196,9.16E+12
451.55942,9.14E+12
447.43015,9.12E+12
446.84247,9.10E+12
444.71991,9.08E+12
447.78635,9.05E+12
453.3295,9.03E+12
457.2131,9.01E+12
457.58994,8.99E+12
466.4881,8.97E+12
473.0892,8.95E+12
483.53232,8.93E+12
489.25641,8.90E+12
497.07724,8.88E+12
504.20319,8.86E+12
498.30579,8.84E+12
492.37466,8.82E+12
489.46115,8.80E+12
488.6456,8.78E+12
485.72623,8.75E+12
490.7655,8.73E+12
480.46353,8.71E+12
490.23276,8.69E+12
488.90759,8.67E+12
495.85754,8.65E+12
527.39362,8.63E+12
535.9693,8.60E+12
527.14972,8.58E+12
517.88599,8.56E+12
526.36725,8.54E+12
528.09912,8.52E+12
554.29004,8.50E+12
571.45728,8.48E+12
556.90869,8.46E+12
550.65692,8.43E+12
546.73553,8.41E+12
555.63977,8.39E+12
566.82275,8.37E+12
562.6073,8.35E+12
556.43958,8.33E+12
570.23334,8.31E+12
584.45642,8.28E+12
585.15924,8.26E+12
583.5625,8.24E+12
569.81305,8.22E+12
577.86292,8.20E+12
593.62671,8.18E+12
600.95508,8.16E+12
602.53876,8.13E+12
613.30573,8.11E+12
602.28638,8.09E+12
600.93884,8.07E+12
621.75922,8.05E+12
628.29626,8.03E+12
619.82825,8.01E+12
635.31976,7.98E+12
647.78674,7.96E+12
672.49091,7.94E+12
684.43317,7.92E+12
700.97382,7.90E+12
693.40802,7.88E+12
691.22369,7.86E+12
697.20111,7.83E+12
715.14001,7.81E+12
712.65387,7.79E+12
714.22473,7.77E+12
721.06677,7.75E+12
694.16388,7.73E+12
686.01746,7.71E+12
679.4541,7.68E+12
690.9693,7.66E+12
727.1958,7.64E+12
729.0874,7.62E+12
719.28595,7.60E+12
712.84497,7.58E+12
703.28217,7.56E+12
700.34796,7.53E+12
666.59351,7.51E+12
678.50397,7.49E+12
691.71692,7.47E+12
688.43671,7.45E+12
719.56537,7.43E+12
737.77643,7.41E+12
755.38812,7.39E+12
749.68402,7.36E+12
755.8573,7.34E+12
767.45013,7.32E+12
