Rxx(Ohm),ne(cm-2)
0.57823735,1.28E+13
1.103844,1.28E+13
0.57949042,1.28E+13
0.1042515,1.27E+13
0.051216841,1.27E+13
0.47585982,1.27E+13
0.54123032,1.27E+13
0.43054613,1.26E+13
0.9140203,1.26E+13
0.86413592,1.26E+13
1.0687895,1.26E+13
1.3857522,1.26E+13
1.7983923,1.25E+13
0.053016722,1.25E+13
0.4785274,1.25E+13
0.21396476,1.25E+13
0.053293888,1.25E+13
0.36991036,1.24E+13
0.052728672,1.24E+13
0.65072721,1.24E+13
0.75851959,1.24E+13
1.1315682,1.24E+13
0.21148326,1.23E+13
1.1161588,1.23E+13
0.31771526,1.23E+13
1.7670277,1.23E+13
0.91026366,1.22E+13
0.32484174,1.22E+13
0.21468879,1.22E+13
0.64249122,1.22E+13
0.69754213,1.22E+13
1.122945,1.21E+13
0.054709595,1.21E+13
0.10648803,1.21E+13
1.0617667,1.21E+13
0.21119092,1.21E+13
0.27075982,1.20E+13
0.86543763,1.20E+13
0.4868612,1.20E+13
0.16120434,1.20E+13
0.59395462,1.19E+13
0.002083679,1.19E+13
0.42443383,1.19E+13
0.15891996,1.19E+13
0.20978144,1.19E+13
1.313804,1.18E+13
0.42573437,1.18E+13
0.2132401,1.18E+13
0.16059804,1.18E+13
0.054771662,1.18E+13
0.21750918,1.17E+13
0.75068426,1.17E+13
0.6423012,1.17E+13
0.21200456,1.17E+13
1.2423569,1.16E+13
1.2443867,1.16E+13
1.2504791,1.16E+13
0.21789603,1.16E+13
0.64566499,1.16E+13
0.53574628,1.15E+13
0.80814874,1.15E+13
0.69803196,1.15E+13
1.4448675,1.15E+13
1.1318668,1.15E+13
0.69729352,1.14E+13
0.27811652,1.14E+13
0.74907327,1.14E+13
1.0261869,1.14E+13
0.5417552,1.13E+13
0.81654543,1.13E+13
0.059821706,1.13E+13
1.0879819,1.13E+13
0.75187373,1.13E+13
0.54077172,1.12E+13
1.0379025,1.12E+13
1.7557987,1.12E+13
0.49314225,1.12E+13
0.22169255,1.12E+13
0.59385902,1.11E+13
1.7266695,1.11E+13
0.59233648,1.11E+13
0.055239815,1.11E+13
1.027079,1.10E+13
1.4215729,1.10E+13
0.82468945,1.10E+13
0.59954512,1.10E+13
0.27349582,1.10E+13
0.65459007,1.09E+13
0.87077725,1.09E+13
0.049443442,1.09E+13
0.60756415,1.09E+13
0.65928608,1.09E+13
0.16078138,1.08E+13
1.1772776,1.08E+13
0.28220952,1.08E+13
0.45747289,1.08E+13
0.34207538,1.07E+13
0.40008989,1.07E+13
0.062369507,1.07E+13
0.77795631,1.07E+13
0.83293796,1.07E+13
0.33394039,1.06E+13
0.8325851,1.06E+13
0.67137915,1.06E+13
0.8886832,1.06E+13
0.5003947,1.06E+13
0.11024826,1.05E+13
0.77506971,1.05E+13
1.4438664,1.05E+13
1.0654373,1.05E+13
0.11014915,1.04E+13
0.27516559,1.04E+13
0.54787385,1.04E+13
1.3636761,1.04E+13
0.057964578,1.04E+13
0.82850242,1.03E+13
0.33494201,1.03E+13
0.44716385,1.03E+13
0.1682709,1.03E+13
1.3814129,1.03E+13
0.16221245,1.02E+13
0.22212453,1.02E+13
1.2692374,1.02E+13
0.29126504,1.02E+13
0.3988637,1.01E+13
0.39689934,1.01E+13
0.16784249,1.01E+13
0.28994069,1.01E+13
0.28415957,1.01E+13
0.11278204,1.00E+13
1.1735287,1.00E+13
1.1854242,1.00E+13
0.11416767,9.97E+12
0.45629457,9.95E+12
0.224337,9.93E+12
1.3819902,9.91E+12
0.6254276,9.89E+12
0.44864362,9.87E+12
0.10831168,9.85E+12
1.3762903,9.82E+12
0.11209818,9.80E+12
1.0072505,9.78E+12
0.1092481,9.76E+12
0.27884233,9.74E+12
0.001023233,9.72E+12
0.83558339,9.70E+12
0.39180779,9.68E+12
0.39256012,9.65E+12
0.62289363,9.63E+12
0.45537427,9.61E+12
1.1949958,9.59E+12
1.085899,9.57E+12
0.000127345,9.55E+12
0.056909144,9.53E+12
0.34063366,9.50E+12
0.66923696,9.48E+12
0.79993039,9.46E+12
0.000671069,9.44E+12
0.052826364,9.42E+12
0.28286433,9.40E+12
0.51400548,9.38E+12
2.5768814,9.35E+12
0.80457717,9.33E+12
1.3865014,9.31E+12
0.45762324,9.29E+12
0.85945141,9.27E+12
0.34629554,9.25E+12
1.0839224,9.23E+12
1.3728553,9.20E+12
0.57312942,9.18E+12
0.11399483,9.16E+12
0.96772885,9.14E+12
0.17130704,9.12E+12
0.11554632,9.10E+12
1.6234915,9.08E+12
0.63899904,9.05E+12
0.46652737,9.03E+12
0.63572657,9.01E+12
1.0503131,8.99E+12
0.2965683,8.97E+12
0.89176184,8.95E+12
0.17921166,8.93E+12
0.29830801,8.90E+12
0.65387964,8.88E+12
0.53822994,8.86E+12
1.0601968,8.84E+12
0.74083638,8.82E+12
0.67703772,8.80E+12
0.16809635,8.78E+12
0.29076836,8.75E+12
0.057797432,8.73E+12
2.2384524,8.71E+12
0.29803941,8.69E+12
1.4771225,8.67E+12
0.25358769,8.65E+12
0.11910094,8.63E+12
0.60448253,8.60E+12
1.4243742,8.58E+12
0.51663643,8.56E+12
1.1795849,8.54E+12
0.063162923,8.52E+12
0.59701204,8.50E+12
0.28642002,8.48E+12
0.88700581,8.46E+12
0.29512402,8.43E+12
1.0615613,8.41E+12
1.0636245,8.39E+12
0.77493978,8.37E+12
0.95494336,8.35E+12
1.6180459,8.33E+12
1.3889477,8.31E+12
1.3857415,8.28E+12
0.002371947,8.26E+12
0.058530029,8.24E+12
1.6944509,8.22E+12
0.060697954,8.20E+12
2.680088,8.18E+12
0.37194771,8.16E+12
0.92376077,8.13E+12
0.19391899,8.11E+12
0.29817638,8.09E+12
0.54121214,8.07E+12
0.29806751,8.05E+12
0.67355013,8.03E+12
0.87834185,8.01E+12
0.85876507,7.98E+12
0.86385131,7.96E+12
0.74813157,7.94E+12
0.25367883,7.92E+12
0.44731259,7.90E+12
0.000185788,7.88E+12
0.44719961,7.86E+12
0.82288289,7.83E+12
0.072686672,7.81E+12
0.32492989,7.79E+12
2.6474433,7.77E+12
0.43069634,7.75E+12
2.0979233,7.73E+12
0.87866431,7.71E+12
1.6482267,7.68E+12
0.36880189,7.66E+12
0.23959808,7.64E+12
0.43528351,7.62E+12
1.5772765,7.60E+12
1.220445,7.58E+12
0.56207323,7.56E+12
2.1662133,7.53E+12
0.69763696,7.51E+12
0.86077851,7.49E+12
0.065019354,7.47E+12
0.06208976,7.45E+12
0.6572578,7.43E+12
0.66195935,7.41E+12
0.52782077,7.39E+12
3.2373023,7.36E+12
0.90502,7.34E+12
1.1869228,7.32E+12
0.007512212,7.30E+12
2.9224172,7.28E+12
2.5009515,7.26E+12
0.60477668,7.24E+12
3.1137874,7.21E+12
0.60223526,7.19E+12
1.2982944,7.17E+12
2.5419831,7.15E+12
0.91217738,7.13E+12
1.0551254,7.11E+12
2.310066,7.09E+12
3.5382094,7.06E+12
0.75919521,7.04E+12
4.2465787,7.02E+12
2.6298003,7.00E+12
2.8066092,6.98E+12
2.6657724,6.96E+12
3.3115845,6.94E+12
2.2008061,6.91E+12
5.7681427,6.89E+12
1.6635064,6.87E+12
3.3789399,6.85E+12
1.5342804,6.83E+12
3.9524503,6.81E+12
7.2995496,6.79E+12
2.6228638,6.76E+12
6.2820606,6.74E+12
1.2469391,6.72E+12
5.6117105,6.70E+12
0.92460883,6.68E+12
4.3381071,6.66E+12
5.0559635,6.64E+12
5.8407364,6.61E+12
8.2142744,6.59E+12
11.684283,6.57E+12
15.95245,6.55E+12
7.1608315,6.53E+12
7.4125457,6.51E+12
5.9430084,6.49E+12
8.6219845,6.46E+12
12.00142,6.44E+12
11.203148,6.42E+12
12.889993,6.40E+12
12.500039,6.38E+12
16.786121,6.36E+12
16.821747,6.34E+12
30.240784,6.32E+12
19.032429,6.29E+12
15.48803,6.27E+12
15.343177,6.25E+12
16.318247,6.23E+12
26.145601,6.21E+12
26.127426,6.19E+12
24.601507,6.17E+12
28.45776,6.14E+12
43.794399,6.12E+12
45.072918,6.10E+12
47.414505,6.08E+12
63.87355,6.06E+12
68.152077,6.04E+12
86.606491,6.02E+12
99.37619,5.99E+12
112.06176,5.97E+12
104.26341,5.95E+12
138.86293,5.93E+12
174.98172,5.91E+12
199.8,5.89E+12
237.38075,5.87E+12
275.47079,5.84E+12
368.94907,5.82E+12
335.44275,5.80E+12
427.55643,5.78E+12
500.24701,5.76E+12
439.92789,5.74E+12
575.30725,5.72E+12
593.82355,5.69E+12
596.18347,5.67E+12
715.06244,5.65E+12
722.80402,5.63E+12
912.58826,5.61E+12
997.50031,5.59E+12
1151.5421,5.57E+12
1513.0819,5.54E+12
1508.8383,5.52E+12
1438.4512,5.50E+12
1367.6696,5.48E+12
1265.4459,5.46E+12
1246.5516,5.44E+12
1622.3835,5.42E+12
1614.3599,5.39E+12
1535.371,5.37E+12
1292.162,5.35E+12
1882.3577,5.33E+12
2296.6836,5.31E+12
2512.4363,5.29E+12
2862.7842,5.27E+12
2385.498,5.24E+12
2394.4419,5.22E+12
2555.1094,5.20E+12
2593.6555,5.18E+12
3383.1738,5.16E+12
2647.447,5.14E+12
2903.8853,5.12E+12
2659.2815,5.10E+12
2879.3215,5.07E+12
3745.3381,5.05E+12
2966.5225,5.03E+12
3018.3523,5.01E+12
2803.6028,4.99E+12
4710.2793,4.97E+12
4180.1982,4.95E+12
4669.459,4.92E+12
4267.8394,4.90E+12
4889.2554,4.88E+12
5538.6792,4.86E+12
5759.0923,4.84E+12
6809.4028,4.82E+12
6254.4312,4.80E+12
6049.8457,4.77E+12
7818.854,4.75E+12
5422.4775,4.73E+12
5499.1382,4.71E+12
5615.772,4.69E+12
7726.374,4.67E+12
6311.4028,4.65E+12
4526.0918,4.62E+12
6570.4155,4.60E+12
9385.5342,4.58E+12
8190.1602,4.56E+12
8624.1934,4.54E+12
7659.7168,4.52E+12
8860.4766,4.50E+12
7445.8267,4.47E+12
7420.1841,4.45E+12
8716.7373,4.43E+12
8586.6885,4.41E+12
8983.8301,4.39E+12
11145.889,4.37E+12
16546.938,4.35E+12
24114.119,4.32E+12
19708.037,4.30E+12
15194.895,4.28E+12
15044.263,4.26E+12
10951.058,4.24E+12
15539.619,4.22E+12
11947.919,4.20E+12
19948.236,4.17E+12
19715.652,4.15E+12
10805.86,4.13E+12
11668.162,4.11E+12
20462.941,4.09E+12
21214.512,4.07E+12
24695.213,4.05E+12
29703.277,4.03E+12
33360.391,4.00E+12
33563.164,3.98E+12
30330.969,3.96E+12
26346.754,3.94E+12
31799.568,3.92E+12
35683.266,3.90E+12
45737.152,3.88E+12
32307.754,3.85E+12
48974.785,3.83E+12
35854.816,3.81E+12
43428.785,3.79E+12
49384.988,3.77E+12
51702.355,3.75E+12
66787.703,3.73E+12
32881.562,3.70E+12
73176.086,3.68E+12
78085.969,3.66E+12
177013.42,3.64E+12
83717.461,3.62E+12
167245.53,3.60E+12
88185.445,3.58E+12
40671.91,3.55E+12
78091.242,3.53E+12
90032.336,3.51E+12
57752.02,3.49E+12
91833.492,3.47E+12
186546.28,3.45E+12
30778.744,3.43E+12
54635.496,3.40E+12
269187.72,3.38E+12
159471.11,3.36E+12
354354.78,3.34E+12
63038.438,3.32E+12
229003.72,3.30E+12
671906.62,3.28E+12
360975.12,3.25E+12
269622.62,3.23E+12
601218.31,3.21E+12
146544.56,3.19E+12
1595190,3.17E+12
934675.12,3.15E+12
815212.81,3.13E+12
1435103,3.10E+12
714442,3.08E+12
993272.12,3.06E+12
inf,3.04E+12
6100138.5,3.02E+12
3453753.8,3.00E+12
1156947.1,2.98E+12
71464.773,2.95E+12
1092880.6,2.93E+12
1794383.4,2.91E+12
479009.41,2.89E+12
5893762.5,2.87E+12
408310.06,2.85E+12
24772890,2.83E+12
