Rxx(Ohm),Inv_T(inv_K)
102.61063,0.009302326
103.17663,0.00921659
103.92671,0.00913242
102.35152,0.009049774
102.4286,0.00896861
101.32018,0.008888889
101.70164,0.008810572
101.70747,0.008733625
102.35121,0.008658009
102.61607,0.008583691
104.14008,0.008510638
104.35034,0.008438818
103.3532,0.008368201
104.94003,0.008298756
105.03786,0.008230452
106.33885,0.008163265
106.1944,0.008097166
106.77431,0.008032128
109.33623,0.007968128
107.33756,0.007905139
108.3399,0.007843138
108.09499,0.007782101
108.86905,0.007722008
109.07282,0.007662835
109.11241,0.007604563
109.28764,0.00754717
108.24399,0.007490637
108.09341,0.007434944
107.97897,0.007380074
107.64331,0.007326007
107.88435,0.007272727
107.46963,0.007220217
106.55537,0.007168459
107.01702,0.007117438
106.35301,0.007067138
106.12157,0.007017544
107.28854,0.006968641
107.67007,0.006920415
109.04682,0.006872852
109.57203,0.006825938
110.24183,0.006779661
110.58084,0.006734007
110.26759,0.006688963
110.55033,0.006644518
110.68861,0.00660066
111.30741,0.006557377
111.36781,0.006514658
110.95535,0.006472492
110.30189,0.006430868
109.72099,0.006389776
112.19353,0.006349206
112.11973,0.006309148
112.62498,0.006269592
111.94173,0.006230529
112.61919,0.00619195
113.77025,0.006153846
114.09604,0.006116208
114.74625,0.006079027
113.93456,0.006042296
112.81578,0.006006006
113.74563,0.005970149
113.85428,0.005934718
113.51044,0.005899705
113.88486,0.005865103
113.70645,0.005830904
114.59217,0.005797102
113.87113,0.005763689
115.9983,0.005730659
117.4343,0.005698006
117.57441,0.005665722
117.55845,0.005633803
117.06267,0.005602241
117.68789,0.005571031
117.86412,0.005540166
116.77671,0.005509642
117.9337,0.005479452
117.98255,0.005449591
118.39005,0.005420054
117.66264,0.005390836
117.79081,0.005361931
118.22404,0.005333333
117.98727,0.00530504
117.78419,0.005277045
118.06514,0.005249344
117.71549,0.005221932
119.23486,0.005194805
118.94961,0.005167959
120.02604,0.005141388
120.54015,0.00511509
120.56758,0.005089059
120.0412,0.005063291
121.65114,0.005037783
121.8942,0.005012531
120.60452,0.004987531
122.02026,0.004962779
122.38667,0.004938272
121.47214,0.004914005
121.15292,0.004889976
121.47229,0.00486618
121.76389,0.004842615
121.3141,0.004819277
122.8344,0.004796163
124.28951,0.00477327
124.3679,0.004750594
124.00305,0.004728132
123.10477,0.004705882
124.71738,0.004683841
124.30398,0.004662005
125.06859,0.004640371
125.38365,0.004618938
125.47289,0.004597701
124.69482,0.004576659
125.40877,0.004555809
126.25565,0.004535148
126.70272,0.004514673
127.26035,0.004494382
126.53634,0.004474273
128.53455,0.004454343
129.17958,0.00443459
129.38963,0.004415011
129.73611,0.004395605
130.79546,0.004376368
131.88174,0.004357298
132.47787,0.004338395
132.10033,0.004319654
132.42303,0.004301075
132.06319,0.004282655
133.7476,0.004264392
132.67815,0.004246285
133.22945,0.00422833
132.45583,0.004210526
133.77167,0.004192872
134.22069,0.004175365
134.22182,0.004158004
132.92947,0.004140787
135.16753,0.004123712
134.76866,0.004106776
135.46246,0.00408998
135.7803,0.00407332
136.17085,0.004056795
136.90443,0.004040404
138.15834,0.004024145
136.34787,0.004008016
137.29559,0.003992016
138.27434,0.003976143
138.22136,0.003960396
139.55991,0.003944773
139.53552,0.003929273
139.66881,0.003913894
138.75504,0.003898636
139.77113,0.003883495
140.31305,0.003868472
140.00485,0.003853565
140.95805,0.003838772
140.78903,0.003824092
142.24748,0.003809524
140.89484,0.003795066
142.78929,0.003780718
142.48564,0.003766478
142.78389,0.003752345
143.12791,0.003738318
145.66676,0.003724395
145.63864,0.003710575
145.05856,0.003696858
145.26875,0.003683241
145.78087,0.003669725
147.53952,0.003656307
147.91632,0.003642987
147.96466,0.003629764
148.94858,0.003616637
149.09259,0.003603604
150.26022,0.003590664
150.05492,0.003577818
149.78943,0.003565062
151.34404,0.003552398
151.86314,0.003539823
151.88504,0.003527337
152.65654,0.003514939
154.40001,0.003502627
153.50719,0.003490401
154.65187,0.003478261
155.09877,0.003466205
154.28923,0.003454231
154.45309,0.003442341
156.27536,0.003430532
157.88994,0.003418803
156.83235,0.003407155
155.99982,0.003395586
155.32211,0.003384095
156.84839,0.003372681
156.97621,0.003361345
156.81436,0.003350084
155.72382,0.003338898
158.17766,0.003327787
160.08783,0.00331675
160.00096,0.003305785
160.01855,0.003294893
160.65541,0.003284072
158.98653,0.003273323
160.74298,0.003262643
163.01758,0.003252032
162.99519,0.003241491
161.55374,0.003231018
162.19402,0.003220612
160.31357,0.003210273
160.19263,0.0032
163.19829,0.003189793
162.25169,0.00317965
162.78391,0.003169572
162.20212,0.003159558
163.2861,0.003149606
162.86223,0.003139718
163.3107,0.00312989
162.74023,0.003120125
161.25119,0.00311042
162.21812,0.003100775
162.87286,0.00309119
161.63072,0.003081664
160.02695,0.003072197
160.83211,0.003062787
162.80251,0.003053435
163.6171,0.00304414
,0.003034901
164.18536,0.003025719
165.97406,0.003016591
165.03523,0.003007519
165.91287,0.002998501
167.95837,0.002989537
169.66609,0.002980626
170.16312,0.002971768
170.71689,0.002962963
169.04398,0.00295421
171.74039,0.002945508
172.10515,0.002936858
170.29944,0.002928258
170.78061,0.002919708
169.2869,0.002911208
171.29878,0.002902758
172.25699,0.002894356
170.60869,0.002886003
172.37376,0.002877698
172.21957,0.002869441
173.56749,0.00286123
171.61472,0.002853067
172.20808,0.00284495
172.98274,0.002836879
174.27554,0.002828854
172.48828,0.002820875
172.06335,0.00281294
171.86246,0.002805049
171.94374,0.002797203
172.98932,0.0027894
171.60449,0.002781641
171.43826,0.002773925
172.37689,0.002766252
171.80063,0.002758621
172.64444,0.002751032
174.62766,0.002743484
174.74969,0.002735978
174.64032,0.002728513
174.45154,0.002721089
174.34801,0.002713704
174.35127,0.00270636
175.2674,0.002699055
175.41986,0.00269179
176.05455,0.002684564
177.85291,0.002677376
177.83099,0.002670227
179.08147,0.002663116
179.35884,0.002656043
179.08647,0.002649007
180.79947,0.002642008
179.48062,0.002635046
179.1458,0.002628121
179.87598,0.002621232
182.15753,0.002614379
183.29436,0.002607562
181.71881,0.00260078
181.18697,0.002594034
181.35394,0.002587322
184.16776,0.002580645
184.38181,0.002574003
183.94499,0.002567394
183.36339,0.00256082
182.93025,0.002554278
183.21317,0.002547771
183.57231,0.002541296
184.12677,0.002534854
185.82469,0.002528445
184.43973,0.002522068
184.52721,0.002515723
185.28215,0.00250941
186.03528,0.002503129
186.08281,0.002496879
186.09644,0.00249066
186.61168,0.002484472
185.95256,0.002478315
183.86424,0.002472188
184.37318,0.002466091
184.27061,0.002460025
184.63998,0.002453988
186.52831,0.002447981
187.67683,0.002442003
185.0218,0.002436054
185.4279,0.002430134
186.51707,0.002424242
187.35132,0.00241838
187.23106,0.002412545
187.98019,0.002406739
188.17708,0.00240096
188.74071,0.00239521
189.32263,0.002389486
188.67978,0.00238379
189.0154,0.002378121
188.41891,0.002372479
186.9425,0.002366864
185.63623,0.002361275
187.09334,0.002355713
189.79501,0.002350176
189.65808,0.002344666
189.69077,0.002339181
191.642,0.002333722
191.5087,0.002328289
191.58128,0.00232288
192.1169,0.002317497
193.90712,0.002312139
193.73523,0.002306805
191.60205,0.002301496
191.77655,0.002296211
191.01282,0.002290951
191.58699,0.002285714
192.34622,0.002280502
190.79599,0.002275313
190.47639,0.002270148
193.2372,0.002265006
193.54074,0.002259887
193.42422,0.002254791
193.04863,0.002249719
,0.002244669
193.65987,0.002239642
193.61176,0.002234637
194.03381,0.002229655
194.18755,0.002224694
194.493,0.002219756
194.77048,0.002214839
195.51115,0.002209945
195.92792,0.002205072
195.47214,0.00220022
196.51859,0.00219539
198.01285,0.002190581
196.53072,0.002185792
197.3374,0.002181025
199.18282,0.002176279
199.20592,0.002171553
201.23032,0.002166847
199.92612,0.002162162
199.65306,0.002157497
200.48956,0.002152853
201.26733,0.002148228
201.27078,0.002143623
200.61514,0.002139038
199.15504,0.002134472
199.13875,0.002129925
201.51888,0.002125399
201.05095,0.002120891
201.36487,0.002116402
201.9183,0.002111933
201.37744,0.002107482
201.42471,0.002103049
204.05696,0.002098636
202.15561,0.002094241
202.94582,0.002089864
201.59268,0.002085506
202.40009,0.002081166
203.78931,0.002076843
202.94936,0.002072539
203.83052,0.002068252
202.05136,0.002063984
204.86269,0.002059732
203.92873,0.002055499
203.84003,0.002051282
205.44188,0.002047083
204.29277,0.002042901
204.6049,0.002038736
204.0515,0.002034588
204.01585,0.002030457
207.52341,0.002026343
205.13391,0.002022245
205.12799,0.002018163
205.33846,0.002014099
205.60962,0.00201005
205.56808,0.002006018
203.48465,0.002002002
204.4211,0.001998002
205.70065,0.001994018
205.96899,0.00199005
205.50179,0.001986097
205.46129,0.001982161
207.41544,0.001978239
210.37988,0.001974334
210.50113,0.001970443
209.39986,0.001966568
211.19142,0.001962709
210.11646,0.001958864
207.77879,0.001955034
209.90105,0.00195122
209.08902,0.00194742
209.51706,0.001943635
209.60373,0.001939864
211.37814,0.001936109
210.29446,0.001932367
209.90137,0.00192864
212.25124,0.001924928
210.68443,0.00192123
211.28375,0.001917546
209.75861,0.001913876
208.58928,0.00191022
209.18007,0.001906578
209.07642,0.00190295
209.46666,0.001899335
209.99907,0.001895735
210.17596,0.001892148
210.44009,0.001888574
211.28709,0.001885014
210.48056,0.001881468
209.60391,0.001877934
208.73662,0.001874414
210.58629,0.001870907
211.64638,0.001867414
210.98804,0.001863933
210.15147,0.001860465
209.86539,0.00185701
209.71587,0.001853568
209.73691,0.001850139
209.59729,0.001846722
210.68158,0.001843318
212.75621,0.001839926
214.07782,0.001836547
213.81798,0.001833181
213.43753,0.001829826
214.31538,0.001826484
213.80125,0.001823154
214.27599,0.001819836
213.19913,0.001816531
213.26837,0.001813237
213.14125,0.001809955
215.78082,0.001806685
212.33072,0.001803427
212.08412,0.00180018
212.61368,0.001796945
213.24252,0.001793722
213.71054,0.00179051
214.52406,0.00178731
213.59686,0.001784121
213.67807,0.001780944
214.27362,0.001777778
216.09978,0.001774623
215.90671,0.001771479
214.53433,0.001768347
214.12569,0.001765225
214.88509,0.001762115
215.79214,0.001759015
216.55296,0.001755926
215.44566,0.001752848
216.83577,0.001749781
218.42589,0.001746725
218.02432,0.001743679
216.813,0.001740644
216.65239,0.00173762
216.4109,0.001734605
218.00499,0.001731602
217.34085,0.001728609
218.37416,0.001725626
218.0107,0.001722653
218.69519,0.001719691
218.71283,0.001716738
217.6389,0.001713796
219.4236,0.001710864
219.0229,0.001707942
218.65564,0.00170503
219.6877,0.001702128
218.14977,0.001699235
216.69989,0.001696353
218.58887,0.00169348
217.1223,0.001690617
216.6326,0.001687764
217.47554,0.00168492
218.38307,0.001682086
217.71678,0.001679261
217.06123,0.001676446
218.67039,0.00167364
219.29568,0.001670844
219.12041,0.001668057
219.40381,0.001665279
219.16711,0.00166251
218.70282,0.001659751
219.50731,0.001657001
218.69174,0.00165426
216.82451,0.001651528
219.56522,0.001648805
219.18138,0.001646091
219.9937,0.001643385
219.02739,0.001640689
220.07066,0.001638002
220.9543,0.001635323
220.36345,0.001632653
221.06563,0.001629992
220.8308,0.001627339
219.30392,0.001624695
220.44263,0.00162206
220.0316,0.001619433
221.86685,0.001616815
220.05809,0.001614205
220.44974,0.001611604
220.72925,0.001609011
220.98904,0.001606426
220.68623,0.001603849
220.26904,0.001601281
220.09586,0.001598721
222.12666,0.001596169
221.80774,0.001593626
222.03696,0.00159109
222.52078,0.001588562
222.37047,0.001586043
222.42375,0.001583531
223.98352,0.001581028
222.56622,0.001578532
,0.001576044
221.98875,0.001573564
221.72667,0.001571092
220.86469,0.001568627
220.31863,0.001566171
219.74948,0.001563722
218.96082,0.00156128
222.36003,0.001558846
223.55542,0.00155642
223.07936,0.001554002
222.42599,0.00155159
221.16389,0.001549187
221.5504,0.00154679
222.07942,0.001544402
222.59167,0.00154202
220.09395,0.001539646
221.91957,0.001537279
223.04683,0.001534919
224.60748,0.001532567
226.14139,0.001530222
225.51045,0.001527884
225.14368,0.001525553
223.47626,0.001523229
222.24533,0.001520913
221.80203,0.001518603
223.54843,0.0015163
222.89116,0.001514005
223.14555,0.001511716
222.1857,0.001509434
224.26279,0.001507159
223.64977,0.001504891
222.80809,0.00150263
221.20029,0.001500375
221.4435,0.001498127
221.24611,0.001495886
221.95634,0.001493652
220.34653,0.001491424
218.85034,0.001489203
220.92873,0.001486989
222.14214,0.001484781
221.40036,0.00148258
221.18481,0.001480385
221.50154,0.001478197
221.09811,0.001476015
223.25893,0.001473839
222.82834,0.00147167
221.75237,0.001469508
221.10835,0.001467352
222.17497,0.001465202
222.56351,0.001463058
222.99809,0.00146092
223.37868,0.001458789
221.67564,0.001456664
221.29208,0.001454545
222.68622,0.001452433
222.51445,0.001450326
223.05977,0.001448226
220.70897,0.001446132
220.2415,0.001444043
220.36276,0.001441961
220.12505,0.001439885
219.63623,0.001437815
216.74823,0.00143575
219.49667,0.001433692
219.42531,0.001431639
219.8728,0.001429593
219.10611,0.001427552
219.37244,0.001425517
218.47505,0.001423488
219.58907,0.001421464
220.44588,0.001419446
221.43384,0.001417434
220.24608,0.001415428
220.48584,0.001413428
221.47084,0.001411433
222.91595,0.001409443
221.45021,0.00140746
221.03271,0.001405481
220.88145,0.001403509
220.51164,0.001401542
221.16406,0.00139958
223.58459,0.001397624
223.17155,0.001395673
224.40953,0.001393728
224.89839,0.001391789
224.92705,0.001389854
224.78056,0.001387925
225.62247,0.001386001
225.39203,0.001384083
224.90149,0.00138217
227.0238,0.001380262
224.64583,0.00137836
225.50659,0.001376463
224.83209,0.00137457
223.39873,0.001372684
226.86914,0.001370802
225.47778,0.001368925
225.80502,0.001367054
224.97583,0.001365188
224.70648,0.001363327
225.79803,0.00136147
225.59651,0.001359619
226.10194,0.001357773
225.00539,0.001355932
225.72595,0.001354096
225.96513,0.001352265
225.1277,0.001350439
224.64716,0.001348618
225.33109,0.001346801
225.47401,0.00134499
225.40283,0.001343183
225.43541,0.001341382
224.99074,0.001339585
225.87839,0.001337793
226.38454,0.001336005
224.92894,0.001334223
223.80463,0.001332445
223.37875,0.001330672
222.90642,0.001328904
223.92468,0.00132714
223.52254,0.001325381
226.08969,0.001323627
226.8344,0.001321877
226.97815,0.001320132
229.39301,0.001318392
228.51904,0.001316656
229.56198,0.001314924
231.92444,0.001313198
231.91199,0.001311475
230.25629,0.001309758
229.9037,0.001308044
232.62186,0.001306336
232.69121,0.001304632
233.49217,0.001302932
231.79594,0.001301236
231.44019,0.001299545
233.23019,0.001297859
234.72946,0.001296176
231.28636,0.001294498
231.60077,0.001292825
232.07039,0.001291156
232.25755,0.001289491
232.29968,0.00128783
233.25131,0.001286174
231.68431,0.001284522
233.4827,0.001282874
233.0175,0.00128123
230.15514,0.001279591
231.64436,0.001277955
231.80296,0.001276324
232.10861,0.001274697
231.65501,0.001273074
230.95999,0.001271456
230.46045,0.001269841
230.99837,0.001268231
231.12946,0.001266624
231.29768,0.001265022
231.74982,0.001263424
233.78864,0.00126183
232.71898,0.001260239
231.53938,0.001258653
232.67058,0.001257071
233.00821,0.001255493
232.56706,0.001253919
233.73538,0.001252348
234.37659,0.001250782
232.77316,0.001249219
231.33691,0.001247661
230.57503,0.001246106
231.73019,0.001244555
233.9357,0.001243008
232.81206,0.001241465
231.80365,0.001239926
230.26207,0.00123839
229.56218,0.001236858
230.23221,0.001235331
231.4249,0.001233806
232.17813,0.001232286
231.31894,0.001230769
232.33246,0.001229256
232.72456,0.001227747
232.86684,0.001226242
231.67671,0.00122474
231.21985,0.001223242
232.38531,0.001221747
233.25963,0.001220256
233.33408,0.001218769
230.48099,0.001217285
230.28915,0.001215805
230.23283,0.001214329
230.75351,0.001212856
231.24045,0.001211387
232.12314,0.001209921
233.04012,0.001208459
232.08031,0.001207001
230.70763,0.001205546
231.05507,0.001204094
232.40762,0.001202646
232.98277,0.001201201
233.6201,0.00119976
234.28024,0.001198322
233.36813,0.001196888
232.49496,0.001195457
231.43738,0.00119403
231.60274,0.001192606
232.82397,0.001191185
232.67097,0.001189768
231.81943,0.001188354
232.86171,0.001186944
232.87831,0.001185537
233.19783,0.001184133
233.46877,0.001182732
233.85637,0.001181335
231.4892,0.001179941
231.356,0.00117855
232.82697,0.001177163
233.92299,0.001175779
232.25552,0.001174398
232.01379,0.001173021
231.68881,0.001171646
230.81778,0.001170275
229.95242,0.001168907
229.78871,0.001167542
230.70975,0.001166181
232.31987,0.001164822
231.67647,0.001163467
232.46657,0.001162115
232.80064,0.001160766
232.11267,0.00115942
232.89909,0.001158078
234.17293,0.001156738
233.05975,0.001155402
233.68684,0.001154068
232.25922,0.001152738
232.53438,0.001151411
233.71399,0.001150086
233.74516,0.001148765
235.69348,0.001147447
234.80832,0.001146132
233.89064,0.00114482
233.33109,0.001143511
233.78653,0.001142205
233.8658,0.001140901
234.05609,0.001139601
235.23705,0.001138304
235.49025,0.00113701
235.78854,0.001135718
235.24387,0.00113443
235.05615,0.001133145
233.89476,0.001131862
232.79085,0.001130582
231.90388,0.001129306
232.39018,0.001128032
233.86931,0.001126761
233.37277,0.001125492
231.70064,0.001124227
232.81197,0.001122965
232.23257,0.001121705
230.62541,0.001120448
229.70079,0.001119194
230.75983,0.001117943
233.79413,0.001116695
234.54535,0.001115449
234.9641,0.001114206
234.66611,0.001112966
233.25458,0.001111729
231.17653,0.001110494
231.52696,0.001109262
232.05453,0.001108033
231.19226,0.001106807
231.94679,0.001105583
231.23048,0.001104362
231.90858,0.001103144
232.01437,0.001101928
231.16702,0.001100716
233.08618,0.001099505
232.41676,0.001098298
232.3893,0.001097093
230.39525,0.00109589
230.08347,0.001094691
231.7854,0.001093494
232.36099,0.001092299
232.7513,0.001091108
233.73763,0.001089918
232.48753,0.001088732
232.71065,0.001087548
232.7037,0.001086366
232.7478,0.001085187
232.80714,0.001084011
233.49736,0.001082837
231.58548,0.001081666
231.2224,0.001080497
231.98184,0.001079331
233.15266,0.001078167
232.80688,0.001077006
233.58012,0.001075847
232.74213,0.001074691
233.48186,0.001073537
234.24078,0.001072386
234.69182,0.001071237
233.92867,0.001070091
233.08916,0.001068947
234.21043,0.001067806
233.44225,0.001066667
235.088,0.00106553
235.05362,0.001064396
235.59114,0.001063264
236.36003,0.001062135
235.67616,0.001061008
234.73732,0.001059883
,0.001058761
232.731,0.001057642
233.11514,0.001056524
232.79286,0.001055409
233.12315,0.001054296
233.04608,0.001053186
231.44858,0.001052078
231.44846,0.001050972
232.33788,0.001049869
233.61865,0.001048768
232.91319,0.001047669
232.6564,0.001046573
232.68002,0.001045478
232.96059,0.001044386
233.49644,0.001043297
233.02995,0.001042209
232.85526,0.001041125
232.73007,0.001040042
233.74515,0.001038961
233.84848,0.001037883
232.96158,0.001036807
232.94983,0.001035733
232.41333,0.001034661
232.88725,0.001033592
232.85899,0.001032525
233.0219,0.00103146
235.67104,0.001030397
235.58359,0.001029336
234.36972,0.001028278
233.90485,0.001027221
234.66176,0.001026167
233.71585,0.001025115
232.89084,0.001024066
232.63164,0.001023018
233.15199,0.001021972
233.28612,0.001020929
233.98305,0.001019888
234.03413,0.001018849
233.39249,0.001017812
232.98383,0.001016777
233.02885,0.001015744
234.44753,0.001014713
235.41689,0.001013685
236.05481,0.001012658
236.72595,0.001011634
234.86838,0.001010611
233.71706,0.001009591
232.87708,0.001008573
230.24377,0.001007557
230.55406,0.001006543
234.5434,0.001005531
232.80832,0.00100452
232.9612,0.001003512
232.32089,0.001002506
231.88071,0.001001502
235.36974,0.0010005
